from,to
EFTUD2,PELP1
EFTUD2,PFAS
EFTUD2,PFDN2
EFTUD2,PFKL
EFTUD2,PFKM
EFTUD2,PFKP
EFTUD2,PFN2
EFTUD2,PGAM5
EFTUD2,PGLS
EFTUD2,PHB2
EFTUD2,PHB
EFTUD2,PHGDH
EFTUD2,PIAS1
EFTUD2,PIN1
EFTUD2,PIP4K2C
EFTUD2,PKM
EFTUD2,PKN2
EFTUD2,PKP3
EFTUD2,PLCB3
EFTUD2,PLEC
EFTUD2,PLIN3
EFTUD2,PLOD1
EFTUD2,PLOD3
EFTUD2,PLRG1
EFTUD2,PLS3
EFTUD2,PNN
EFTUD2,PNO1
EFTUD2,PNPT1
EFTUD2,POLA1
EFTUD2,POLD1
EFTUD2,POLDIP2
EFTUD2,POLR1C
EFTUD2,POLR2A
EFTUD2,POLR2B
EFTUD2,POLR2C
EFTUD2,POLR2D
EFTUD2,POLR2E
EFTUD2,POLR2F
EFTUD2,POLR2G
EFTUD2,POLR2H
EFTUD2,POLR2I
EFTUD2,POLR2J
EFTUD2,POLR2K
EFTUD2,POLR2L
EFTUD2,PPA1
EFTUD2,PPEF1
EFTUD2,PPFIBP1
EFTUD2,PPIA
EFTUD2,PPIB
EFTUD2,PPIH
EFTUD2,PPIL2
EFTUD2,PPIL3
EFTUD2,PPIL4
EFTUD2,PPIL6
EFTUD2,PPM1G
EFTUD2,PPP1CB
EFTUD2,PPP2CA
EFTUD2,PPP2R1A
EFTUD2,PPP2R2A
EFTUD2,PPP2R5D
EFTUD2,PPP6R1
EFTUD2,PPP6R3
EFTUD2,PQBP1
EFTUD2,PRDX1
EFTUD2,PRDX2
EFTUD2,PRDX3
EFTUD2,PRDX4
EFTUD2,PRDX5
EFTUD2,PRDX6
EFTUD2,PRIM2
EFTUD2,PRKAA1
EFTUD2,PRKAG1
EFTUD2,PRMT1
EFTUD2,PRMT5
EFTUD2,PRPF18
EFTUD2,PRPF3
EFTUD2,PRPF40A
EFTUD2,PRPF4B
EFTUD2,PRPF4
EFTUD2,PRPS1
EFTUD2,PRPS2
EFTUD2,PRPSAP1
EFTUD2,PRPSAP2
EFTUD2,PRRC2A
EFTUD2,PRRC2C
EFTUD2,PRSS56
EFTUD2,PSIP1
EFTUD2,PSMA1
EFTUD2,PSMA3
EFTUD2,PSMA5
EFTUD2,PSMA7
EFTUD2,PSMB2
EFTUD2,PSMB5
EFTUD2,PSMC1
EFTUD2,PSMC3
EFTUD2,PSMC4
EFTUD2,PSMD13
EFTUD2,PSMD1
EFTUD2,PSMD2
EFTUD2,PSMD3
EFTUD2,PSMD9
EFTUD2,PSME1
EFTUD2,PSME2
EFTUD2,PSME3
EFTUD2,PSPC1
EFTUD2,PTBP1
EFTUD2,PTCD3
EFTUD2,PTER
EFTUD2,PTGES3L-AARSD1
EFTUD2,PTP4A3
EFTUD2,PTPMT1
EFTUD2,PTPN11
EFTUD2,PTRH2
EFTUD2,PUS7
EFTUD2,PWP1
EFTUD2,PYCR1
EFTUD2,PYM1
EFTUD2,RAB18
EFTUD2,RAB5C
EFTUD2,RACK1
EFTUD2,RAD21
EFTUD2,RAD50
EFTUD2,RALB
EFTUD2,RALY
EFTUD2,RANBP2
EFTUD2,RANBP9
EFTUD2,RANGAP1
EFTUD2,RAN
EFTUD2,RAPH1
EFTUD2,RARA
EFTUD2,RAVER1
EFTUD2,RBBP4
EFTUD2,RBBP5
EFTUD2,RBBP7
EFTUD2,RBM14
EFTUD2,RBM15
EFTUD2,RBM19
EFTUD2,RBM25
EFTUD2,RBM26
EFTUD2,RBM39
EFTUD2,RBM3
EFTUD2,RBM4
EFTUD2,RBM5
EFTUD2,RBMX
EFTUD2,RC3H1
EFTUD2,RCC2
EFTUD2,RDH13
EFTUD2,RDX
EFTUD2,RECQL4
EFTUD2,RECQL
EFTUD2,RELA
EFTUD2,RFC1
EFTUD2,RFC2
EFTUD2,RFC3
EFTUD2,RFC4
EFTUD2,RFC5
EFTUD2,RIF1
EFTUD2,RIOK1
EFTUD2,RIOK2
EFTUD2,RNF20
EFTUD2,RNF40
EFTUD2,RNF4
EFTUD2,RNPEP
EFTUD2,ROCK2
EFTUD2,RPA1
EFTUD2,RPA2
EFTUD2,RPA3
EFTUD2,RPL10A
EFTUD2,RPL10
EFTUD2,RPL11
EFTUD2,RPL12
EFTUD2,RPL13A
EFTUD2,RPL13
EFTUD2,RPL14
EFTUD2,RPL15
EFTUD2,RPL17
EFTUD2,RPL18A
EFTUD2,RPL18
EFTUD2,RPL19
EFTUD2,RPL21
EFTUD2,RPL22L1
EFTUD2,RPL22
EFTUD2,RPL23A
EFTUD2,RPL23
EFTUD2,RPL24
EFTUD2,RPL26
EFTUD2,RPL27A
EFTUD2,RPL27
EFTUD2,RPL28
EFTUD2,RPL30
EFTUD2,RPL31
EFTUD2,RPL32
EFTUD2,RPL35A
EFTUD2,RPL35
EFTUD2,RPL36
EFTUD2,RPL38
EFTUD2,RPL3
EFTUD2,RPL4
EFTUD2,RPL5
EFTUD2,RPL6
EFTUD2,RPL7A
EFTUD2,RPL7
EFTUD2,RPL8
EFTUD2,RPL9P7
EFTUD2,RPL9P8
EFTUD2,RPL9
EFTUD2,RPLP0
EFTUD2,RPLP1
EFTUD2,RPLP2
EFTUD2,RPN1
EFTUD2,RPN2
EFTUD2,RPP40
EFTUD2,RPS10
EFTUD2,RPS11
EFTUD2,RPS12
EFTUD2,RPS13
EFTUD2,RPS14
EFTUD2,RPS15A
EFTUD2,RPS15
EFTUD2,RPS16
EFTUD2,RPS17
EFTUD2,RPS18
EFTUD2,RPS20
EFTUD2,RPS21
EFTUD2,RPS23
EFTUD2,RPS24
EFTUD2,RPS25
EFTUD2,RPS26
EFTUD2,RPS27A
EFTUD2,RPS27
EFTUD2,RPS28
EFTUD2,RPS2
EFTUD2,RPS3A
EFTUD2,RPS3
EFTUD2,RPS4X
EFTUD2,RPS5
EFTUD2,RPS6
EFTUD2,RPS7
EFTUD2,RPS8
EFTUD2,RPS9
EFTUD2,RPSA
EFTUD2,RPUSD2
EFTUD2,RRBP1
EFTUD2,RRM1
EFTUD2,RRP12
EFTUD2,RRP1B
EFTUD2,RSL1D1
EFTUD2,RSU1
EFTUD2,RTCB
EFTUD2,RTF1
EFTUD2,RTF2
EFTUD2,RTRAF
EFTUD2,RUVBL1
EFTUD2,SAP18
EFTUD2,SAP30
EFTUD2,SART1
EFTUD2,SART3
EFTUD2,SBNO1
EFTUD2,SCAF11
EFTUD2,SCAF8
EFTUD2,SCARB2
EFTUD2,SCO1
EFTUD2,SDCBP
EFTUD2,SDF2L1
EFTUD2,SEC23A
EFTUD2,SEC23B
EFTUD2,SEC24A
EFTUD2,SELENOF
EFTUD2,SERBP1
EFTUD2,SERPINB1
EFTUD2,SERPINB6
EFTUD2,SERPINH1
EFTUD2,SET
EFTUD2,SF3A3
EFTUD2,SF3B1
EFTUD2,SF3B2
EFTUD2,SFPQ
EFTUD2,SH3GL1
EFTUD2,SH3GLB2
EFTUD2,SHC1
EFTUD2,SHMT2
EFTUD2,SIN3A
EFTUD2,SKP1
EFTUD2,SLC1A3
EFTUD2,SLC25A10
EFTUD2,SLC25A1
EFTUD2,SLC25A3
EFTUD2,SLC25A4
EFTUD2,SLC25A5
EFTUD2,SLC25A6
EFTUD2,SLC30A1
EFTUD2,SLC3A2
EFTUD2,SLC4A7
EFTUD2,SLC7A6OS
EFTUD2,SLIRP
EFTUD2,SLK
EFTUD2,SLU7
EFTUD2,SMAP1
EFTUD2,SMARCA2
EFTUD2,SMARCA4
EFTUD2,SMARCA5
EFTUD2,SMARCAD1
EFTUD2,SMARCB1
EFTUD2,SMARCC1
EFTUD2,SMARCC2
EFTUD2,SMARCE1
EFTUD2,SMC1A
EFTUD2,SMC2
EFTUD2,SMC3
EFTUD2,SMC4
EFTUD2,SMCHD1
EFTUD2,SMNDC1
EFTUD2,SMU1
EFTUD2,SNCA
EFTUD2,SND1
EFTUD2,SNF8
EFTUD2,SNRNP70
EFTUD2,SNRPA1
EFTUD2,SNRPA
EFTUD2,SNRPB2
EFTUD2,SNRPB
EFTUD2,SNRPC
EFTUD2,SNRPD1
EFTUD2,SNRPD2
EFTUD2,SNRPD3
EFTUD2,SNRPE
EFTUD2,SNRPF
EFTUD2,SNRPGP15
EFTUD2,SNRPG
EFTUD2,SNRPN
EFTUD2,SNU13
EFTUD2,SNW1
EFTUD2,SNX1
EFTUD2,SOCS1
EFTUD2,SON
EFTUD2,SPAG5
EFTUD2,SPATA5L1
EFTUD2,SPATA5
EFTUD2,SPATS2
EFTUD2,SPC25
EFTUD2,SPEN
EFTUD2,SPR
EFTUD2,SPTAN1
EFTUD2,SPTBN1
EFTUD2,SRGAP2
EFTUD2,SRP14
EFTUD2,SRP19
EFTUD2,SRP68
EFTUD2,SRP72
EFTUD2,SRP9
EFTUD2,SRPK1
EFTUD2,SRPK2
EFTUD2,SRPRA
EFTUD2,SRPRB
EFTUD2,SRSF11
EFTUD2,SRSF1
EFTUD2,SRSF2
EFTUD2,SRSF3
EFTUD2,SRSF4
EFTUD2,SRSF5
EFTUD2,SRSF6
EFTUD2,SRSF9
EFTUD2,SSBP1
EFTUD2,SSB
EFTUD2,SSR1
EFTUD2,SSR4
EFTUD2,SSRP1
EFTUD2,STAG2
EFTUD2,STARD7
EFTUD2,STAT3
EFTUD2,STIM1
EFTUD2,STIP1
EFTUD2,STRAP
EFTUD2,SUB1
EFTUD2,SUPT16H
EFTUD2,SUZ12
EFTUD2,SYF2
EFTUD2,SYMPK
EFTUD2,SYNCRIP
EFTUD2,SYNE1
EFTUD2,SYNE2
EFTUD2,TACC2
EFTUD2,TAF12
EFTUD2,TAF1
EFTUD2,TAF6
EFTUD2,TAF9
EFTUD2,TAGLN2
EFTUD2,TBC1D4
EFTUD2,TBP
EFTUD2,TBRG4
EFTUD2,TCAF1
EFTUD2,TCERG1
EFTUD2,TCOF1
EFTUD2,TCP1
EFTUD2,TFB2M
EFTUD2,TFG
EFTUD2,THOC1
EFTUD2,THOC2
EFTUD2,THOC3
EFTUD2,THOC5
EFTUD2,THOC6
EFTUD2,THOC7
EFTUD2,THRAP3
EFTUD2,TIMM44
EFTUD2,TIMM50
EFTUD2,TJP1
EFTUD2,TK1
EFTUD2,TKT
EFTUD2,TLN1
EFTUD2,TMPO
EFTUD2,TNKS1BP1
EFTUD2,TOE1
EFTUD2,TOP1
EFTUD2,TOP2A
EFTUD2,TOP2B
EFTUD2,TPM3
EFTUD2,TPM4
EFTUD2,TPP2
EFTUD2,TPR
EFTUD2,TRA2B
EFTUD2,TRAPPC3
EFTUD2,TRIM14
EFTUD2,TRIM25
EFTUD2,TRIM28
EFTUD2,TRIM47
EFTUD2,TRIP10
EFTUD2,TRIP13
EFTUD2,TRIP6
EFTUD2,TRIR
EFTUD2,TRMT10C
EFTUD2,TRMT112
EFTUD2,TRMT1L
EFTUD2,TRMT1
EFTUD2,TSN
EFTUD2,TSR1
EFTUD2,TTC1
EFTUD2,TTC27
EFTUD2,TUBA1A
EFTUD2,TUBA1B
EFTUD2,TUBA1C
EFTUD2,TUBA4A
EFTUD2,TUBB2B
EFTUD2,TUBB4B
EFTUD2,TUBB6
EFTUD2,TUBB8
EFTUD2,TUBB
EFTUD2,TUBG1
EFTUD2,TUFM
EFTUD2,TXLNA
EFTUD2,TXLNG
EFTUD2,TXNDC12
EFTUD2,TXNDC5
EFTUD2,TXNL1
EFTUD2,TXNL4A
EFTUD2,TXNRD1
EFTUD2,TXN
EFTUD2,U2AF1
EFTUD2,U2AF2
EFTUD2,U2SURP
EFTUD2,UBA1
EFTUD2,UBAP2L
EFTUD2,UBE2H
EFTUD2,UBE2L3
EFTUD2,UBE2M
EFTUD2,UBE2N
EFTUD2,UBE2O
EFTUD2,UBR4
EFTUD2,UBR5
EFTUD2,UFD1
EFTUD2,UFL1
EFTUD2,UGGT1
EFTUD2,UNC45A
EFTUD2,UPF1
EFTUD2,UPP1
EFTUD2,USP10
EFTUD2,USP24
EFTUD2,USP5
EFTUD2,USP7
EFTUD2,USP8
EFTUD2,USP9X
EFTUD2,UTP14A
EFTUD2,VAPA
EFTUD2,VCPIP1
EFTUD2,VCP
EFTUD2,VDAC2
EFTUD2,VIM
EFTUD2,VIRMA
EFTUD2,VPS35
EFTUD2,WARS2
EFTUD2,WASF2
EFTUD2,WBP4
EFTUD2,WDR33
EFTUD2,WDR5
EFTUD2,WDR61
EFTUD2,WDR83
EFTUD2,WNK1
EFTUD2,WTAP
EFTUD2,XPO5
EFTUD2,XRCC5
EFTUD2,XRCC6
EFTUD2,YARS2
EFTUD2,YBX1
EFTUD2,YBX3
EFTUD2,YRDC
EFTUD2,YTHDF3
EFTUD2,YWHAB
EFTUD2,YWHAE
EFTUD2,YWHAG
EFTUD2,YWHAH
EFTUD2,YWHAQ
EFTUD2,YWHAZ
EFTUD2,YY1
EFTUD2,ZC3H15
EFTUD2,ZC3H18
EFTUD2,ZC3H4
EFTUD2,ZC3HAV1L
EFTUD2,ZC3HAV1
EFTUD2,ZCCHC8
EFTUD2,ZGPAT
EFTUD2,ZNF207
EFTUD2,ZNF217
EFTUD2,ZNF593
EFTUD2,ZNF622
EFTUD2,ZNF638
EFTUD2,ZNF746
EFTUD2,ZNHIT2
EFTUD2,ZRANB2
EGF,HOXD10
EGFL7,NOTCH1
EGFL7,SPINT2
EGFR,EIF1AY
EGFR,EIF3B
EGFR,EIF3F
EGFR,EIF4B
EGFR,EIF5B
EGFR,ELP4
EGFR,EML6
EGFR,EPB41L2
EGFR,ESRRB
EGFR,EXOC3
EGFR,EXOSC3
EGFR,EYS
EGFR,FADS2
EGFR,FAM126B
EGFR,FAM131B
EGFR,FAM186A
EGFR,FBLN7
EGFR,FCHO1
EGFR,FOXO3
EGFR,G3BP1
EGFR,GAB3
EGFR,GABRA3
EGFR,GAK
EGFR,GIGYF2
EGFR,GLUL
EGFR,GOLM1
EGFR,GPATCH2
EGFR,GPATCH8
EGFR,GPR149
EGFR,GRID1
EGFR,GRIK4
EGFR,GRM4
EGFR,HBA2
EGFR,HDAC1
EGFR,HDGF
EGFR,HEATR4
EGFR,HECW2
EGFR,HERC1
EGFR,HERC2
EGFR,HEXD
EGFR,HEXIM1
EGFR,HMGA1
EGFR,HMGB2
EGFR,HMGCS1
EGFR,HMGN2
EGFR,HNRNPA2B1
EGFR,HNRNPA3
EGFR,HNRNPAB
EGFR,HNRNPL
EGFR,HPN
EGFR,HRNR
EGFR,HSD11B1
EGFR,HSPA7
EGFR,HTATSF1
EGFR,HTR3A
EGFR,IDH3G
EGFR,IFI35
EGFR,IGLL5
EGFR,IL13RA2
EGFR,IL1RAPL2
EGFR,IL5RA
EGFR,ILKAP
EGFR,INCENP
EGFR,ING4
EGFR,IPO5
EGFR,IQSEC1
EGFR,IRAK1
EGFR,ITGAV
EGFR,JPT1
EGFR,KATNBL1
EGFR,KBTBD7
EGFR,KIAA1217
EGFR,KRT10
EGFR,KRT16
EGFR,KRT2
EGFR,KRT3
EGFR,KRT9
EGFR,KRTAP10-9
EGFR,KRTAP15-1
EGFR,KRTAP16-1
EGFR,LANCL1
EGFR,LCA5L
EGFR,LGALS8
EGFR,LMBR1
EGFR,LRIG3
EGFR,LRP8
EGFR,LRRTM4
EGFR,LSM14A
EGFR,LTK
EGFR,LUC7L3
EGFR,MAGEA11
EGFR,MAGED2
EGFR,MAP4
EGFR,MAPK15
EGFR,MAS1
EGFR,MAST2
EGFR,MFAP1
EGFR,MGST2
EGFR,MIER1
EGFR,MLXIPL
EGFR,MPZL2
EGFR,MRPL43
EGFR,MTBP
EGFR,MTG1
EGFR,MTMR8
EGFR,MUC16
EGFR,MYO9A
EGFR,NABP2
EGFR,NADSYN1
EGFR,NCOA1
EGFR,NCOR1
EGFR,NDUFA4
EGFR,NDUFS3
EGFR,NEK8
EGFR,NF1
EGFR,NOL6
EGFR,NOSIP
EGFR,NPHP4
EGFR,NTHL1
EGFR,NUCKS1
EGFR,NXF2B
EGFR,NXF2
EGFR,OR2F2
EGFR,OR2W3
EGFR,ORC5
EGFR,P3H1
EGFR,PAGE3
EGFR,PCM1
EGFR,PCNX1
EGFR,PDAP1
EGFR,PDE1C
EGFR,PHGDH
EGFR,PHLDB2
EGFR,PID1
EGFR,PLEKHA7
EGFR,PLVAP
EGFR,PMM2
EGFR,POLR2A
EGFR,PPIB
EGFR,PPM1A
EGFR,PPM1B
EGFR,PPM1F
EGFR,PPP3CB
EGFR,PPP6C
EGFR,PREP
EGFR,PRICKLE1
EGFR,PRKN
EGFR,PRMT3
EGFR,PRR14
EGFR,PSMA3
EGFR,PSMA4
EGFR,PSMA7
EGFR,PSMD10
EGFR,RAB11A
EGFR,RAB1A
EGFR,RAB5B
EGFR,RAB5C
EGFR,RALA
EGFR,RASA2
EGFR,RASA4B
EGFR,RASA4
EGFR,RASAL2
EGFR,RASGEF1B
EGFR,RBM39
EGFR,REEP4
EGFR,RER1
EGFR,RGS2
EGFR,RLIM
EGFR,RNF125
EGFR,RNF144A
EGFR,RPF1
EGFR,RPL14
EGFR,RPL3
EGFR,RPL6
EGFR,RPL7
EGFR,RPLP2
EGFR,RPS20
EGFR,RPS26P11
EGFR,RPS27
EGFR,RPS3
EGFR,RRAD
EGFR,RSRC2
EGFR,RUNDC3B
EGFR,RUVBL2
EGFR,RWDD1
EGFR,SCGB1D4
EGFR,SCYL1
EGFR,SCYL2
EGFR,SEC16A
EGFR,SERBP1
EGFR,SERPINB12
EGFR,SERTAD4
EGFR,SESN2
EGFR,SETX
EGFR,SH3D21
EGFR,SHANK2
EGFR,SLC13A5
EGFR,SLC39A7
EGFR,SLC3A1
EGFR,SLC45A2
EGFR,SLC45A4
EGFR,SLCO3A1
EGFR,SMG1
EGFR,SMIM5
EGFR,SMTNL1
EGFR,SNX29
EGFR,SORBS2
EGFR,SPAG7
EGFR,SPAG8
EGFR,SPATC1L
EGFR,SPEN
EGFR,SPTAN1
EGFR,SPTLC1
EGFR,SRRM1
EGFR,SRRM2
EGFR,SRRM4
EGFR,SRSF11
EGFR,SRSF2
EGFR,SSB
EGFR,SSRP1
EGFR,ST3GAL6
EGFR,ST8SIA4
EGFR,STIL
EGFR,STPG4
EGFR,STYX
EGFR,SUB1
EGFR,SUPT5H
EGFR,SWT1
EGFR,SYT17
EGFR,TAF11
EGFR,TCIRG1
EGFR,TCOF1
EGFR,TCP1
EGFR,TEKT2
EGFR,TFAP2C
EGFR,TLR4
EGFR,TMBIM1
EGFR,TMEM267
EGFR,TMEM43
EGFR,TNFRSF10B
EGFR,TNIK
EGFR,TOMM70
EGFR,TOPAZ1
EGFR,TRA2B
EGFR,TRAF3IP1
EGFR,TRAFD1
EGFR,TRAPPC3
EGFR,TRHDE
EGFR,TRIM23
EGFR,TRIML2
EGFR,TRPM3
EGFR,TTN
EGFR,U2AF2
EGFR,UBAP2L
EGFR,UBE2J2
EGFR,UBE4B
EGFR,UFL1
EGFR,UNC80
EGFR,USP2
EGFR,USP31
EGFR,USP34
EGFR,VDAC1
EGFR,VIRMA
EGFR,VPS33B
EGFR,VPS4B
EGFR,WBP2
EGFR,WIPI2
EGFR,WWC2
EGFR,XIAP
EGFR,XPOT
EGFR,XRRA1
EGFR,ZBTB14
EGFR,ZBTB22
EGFR,ZC3H4
EGFR,ZC3HAV1
EGFR,ZCCHC18
EGFR,ZFR
EGFR,ZFYVE21
EGFR,ZMYM4
EGFR,ZNF114
EGFR,ZNF516
EGFR,ZNF573
EGFR,ZZZ3
EGLN3,ERP44
EGLN3,FOXO3
EGLN3,GANAB
EGLN3,GCLM
EGLN3,HSPA8
EGLN3,IRAK1
EGLN3,KCMF1
EGLN3,KEAP1
EGLN3,MAPK1
EGLN3,MCL1
EGLN3,MFN2
EGLN3,PARK7
EGLN3,PCGF1
EGLN3,PFN2
EGLN3,PNPLA6
EGLN3,PRDX1
EGLN3,PRDX2
EGLN3,PRDX4
EGLN3,PUM1
EGLN3,RHOA
EGLN3,SIRT1
EGLN3,SLC2A1
EGLN3,SLC7A5
EGLN3,STAT1
EGLN3,TPP1
EGLN3,TXN
EGLN3,XRN1
EGR1,IRF9
EGR1,KLF4
EGR1,MAGEB2
EGR1,MED6
EGR1,MIDN
EGR1,NES
EGR1,NFATC1
EGR1,NFATC3
EGR1,STAT1
EGR1,STAT2
EGR1,TP53BP1
EGR1,VDR
EGR1,WDFY1
EGR2,SNAI1
EHD1,FAS
EHD1,SETD1A
EHD3,ESR1
EHD3,FLI1
EHD3,FOXO3
EHD3,HIF1A
EHD3,TP53
EHF,TNFRSF1B
EHMT1,ESR1
EHMT1,EZH2
EHMT2,KDM5C
EHMT2,LASP1
EHMT2,NR0B2
EHMT2,WDR5
EHMT2,ZEB1
EIF1AD,STAT1
EIF1AX,EIF3D
EIF1AX,ESR1
EIF1AX,HSPB1
EIF1AX,PSG1
EIF1AY,FOXA1
EIF1B,EIF3D
EIF2A,ESR1
EIF2A,EZH2
EIF2AK1,HSPA8
EIF2AK2,ESR1
EIF2AK2,ESR2
EIF2AK2,GMCL1
EIF2AK2,GPX7
EIF2AK2,HNRNPCL1
EIF2AK2,HNRNPC
EIF2AK2,HSP90AB1
EIF2AK2,HSPA1B
EIF2AK2,IGF2BP3
EIF2AK2,IL7R
EIF2AK2,IQCF1
EIF2AK2,IRAK1
EIF2AK2,ISG15
EIF2AK2,JUN
EIF2AK2,LARP7
EIF2AK2,LMNA
EIF2AK2,LRRK2
EIF2AK2,LY96
EIF2AK2,MECP2
EIF2AK2,MYC
EIF2AK2,MYD88
EIF2AK2,NTRK1
EIF2AK2,PCBP1
EIF2AK2,PTEN
EIF2AK2,RARA
EIF2AK2,RECQL4
EIF2AK2,RPL6
EIF2AK2,RPLP0
EIF2AK2,RPS2
EIF2AK2,RPS3A
EIF2AK2,RRP1B
EIF2AK2,SSB
EIF2AK2,STAU1
EIF2AK2,TOP1
EIF2AK2,TRADD
EIF2AK2,TRAF5
EIF2AK2,TRIM50
EIF2AK2,TRIP4
EIF2AK3,HLA-DRB1
EIF2AK4,ITGB1
EIF2B2,WNK1
EIF2B2,YBX1
EIF2D,HSPA8
EIF2D,WDR5
EIF2S1,EIF3D
EIF2S1,HSPB1
EIF2S1,SETD1A
EIF2S1,STRN
EIF2S1,YBX1
EIF2S2,EIF3D
EIF2S2,ESR1
EIF2S2,METTL14
EIF2S2,SFXN1
EIF2S3,EIF3D
EIF2S3,ESR1
EIF3A,ESR1
EIF3A,NR4A2
EIF3A,RNF123
EIF3A,SETD1A
EIF3B,ESR1
EIF3B,HDAC4
EIF3B,HSPA8
EIF3B,MME
EIF3B,PARK7
EIF3B,SETD1A
EIF3B,YAP1
EIF3B,YBX1
EIF3C,ESR1
EIF3C,HSPA8
EIF3C,MME
EIF3C,VCAM1
EIF3C,YBX1
EIF3D,ENO1
EIF3D,ESR1
EIF3D,ESR2
EIF3D,FARSB
EIF3D,GAPDH
EIF3D,GNAI2
EIF3D,GOLGA6L9
EIF3D,HEXIM1
EIF3D,HNRNPA1
EIF3D,HNRNPA2B1
EIF3D,HNRNPH1
EIF3D,HNRNPU
EIF3D,HSP90AA1
EIF3D,HSP90AB1
EIF3D,HSPA8
EIF3D,HSPD1
EIF3D,KRAS
EIF3D,LARP7
EIF3D,LCK
EIF3D,LRPPRC
EIF3D,LRRK2
EIF3D,MEPCE
EIF3D,MKI67
EIF3D,MME
EIF3D,MYC
EIF3D,MYL12A
EIF3D,NAPA
EIF3D,NAPG
EIF3D,NCL
EIF3D,NPM1
EIF3D,PHGDH
EIF3D,PLEKHA7
EIF3D,PSMD12
EIF3D,PYHIN1
EIF3D,RACK1
EIF3D,RAF1
EIF3D,RAN
EIF3D,RECQL4
EIF3D,RNF123
EIF3D,RPL11
EIF3D,RPL18
EIF3D,RPL22
EIF3D,RPL23A
EIF3D,RPL7A
EIF3D,RPL7
EIF3D,RPLP0
EIF3D,RPLP1
EIF3D,RPRD1B
EIF3D,RPS27L
EIF3D,RPS4Y2
EIF3D,RSPRY1
EIF3D,SAFB
EIF3D,SDC4
EIF3D,SDCBP
EIF3D,SEC13
EIF3D,SEC23A
EIF3D,SEC23B
EIF3D,SEC24C
EIF3D,SEH1L
EIF3D,SEPHS1
EIF3D,SERPINH1
EIF3D,SETD1A
EIF3D,SET
EIF3D,SF1
EIF3D,SGF29
EIF3D,SGTA
EIF3D,SH3GL1
EIF3D,SH3KBP1
EIF3D,SHKBP1
EIF3D,SIPA1L3
EIF3D,SLBP
EIF3D,SMN1
EIF3D,SMN2
EIF3D,SMTN
EIF3D,SNRNP70
EIF3D,SNX9
EIF3D,SOD1
EIF3D,SORBS1
EIF3D,SORBS2
EIF3D,SPTAN1
EIF3D,SPTBN1
EIF3D,SQSTM1
EIF3D,SRRM2
EIF3D,SSR1
EIF3D,STK38L
EIF3D,STOML2
EIF3D,TFIP11
EIF3D,TPT1
EIF3D,TRIM25
EIF3D,TUBA1A
EIF3D,TUBB
EIF3D,UBB
EIF3D,UBE2A
EIF3D,VIM
EIF3D,VIRMA
EIF3D,YAP1
EIF3D,YBX1
EIF3D,ZNF598
EIF3D,ZNF746
EIF3D,ZRANB1
EIF3E,ESR1
EIF3E,HDAC4
EIF3E,HSPA8
EIF3E,MME
EIF3E,RGS2
EIF3E,YAP1
EIF3E,YBX1
EIF3F,ESR1
EIF3F,EZH2
EIF3F,SNAI1
EIF3F,YAP1
EIF3G,ESR1
EIF3G,EZH2
EIF3G,LMNA
EIF3G,SETD1A
EIF3G,SNAI1
EIF3G,TP53
EIF3H,ESR1
EIF3H,EZH2
EIF3H,SETD1A
EIF3H,TP53
EIF3I,HSPA8
EIF3I,MME
EIF3I,NFKB1
EIF3I,SETD1A
EIF3I,SETD2
EIF3I,TP53
EIF3I,YBX1
EIF3J,ESR1
EIF3J,SETD1A
EIF3K,ESR1
EIF3K,EZH2
EIF3K,HSPA8
EIF3K,MME
EIF3K,PFN2
EIF3K,VCAM1
EIF3K,WNK1
EIF3K,YBX1
EIF3L,ESR1
EIF3L,HDAC5
EIF3L,ICAM1
EIF3L,KCMF1
EIF3L,RNF123
EIF3L,SNAI1
EIF3L,YAP1
EIF3M,ESR1
EIF3M,HSPA8
EIF3M,HSPB1
EIF3M,MME
EIF3M,SETD1A
EIF3M,TP53
EIF3M,YBX1
EIF4A1,ESR1
EIF4A1,FUS
EIF4A1,HSPA8
EIF4A1,METTL14
EIF4A1,NFKB1
EIF4A1,PTEN
EIF4A1,SETD1A
EIF4A1,SNAI1
EIF4A2,HSPA8
EIF4A2,HSPB1
EIF4A2,MME
EIF4A2,YBX1
EIF4A3,ESR1
EIF4A3,FUS
EIF4A3,HSPA8
EIF4A3,IGF1R
EIF4A3,MOV10
EIF4A3,SETD1A
EIF4A3,WTAP
EIF4B,ESR1
EIF4B,HSPA8
EIF4B,HSPB1
EIF4B,LASP1
EIF4B,METTL14
EIF4B,METTL3
EIF4B,SETD1A
EIF4B,SNAI1
EIF4B,YAP1
EIF4E2,HDAC4
EIF4E2,HTRA4
EIF4EBP1,LMO2
EIF4EBP2,TXN
EIF4ENIF1,ESR1
EIF4ENIF1,SETD1A
EIF4E,RNF123
EIF4G1,ESR1
EIF4G1,FTL
EIF4G1,FXR1
EIF4G1,HNRNPK
EIF4G1,HSPA8
EIF4G1,PRDX4
EIF4G2,ESR1
EIF4G2,HSPA8
EIF4G2,HSPB1
EIF4G2,VCAM1
EIF4G3,HSPA8
EIF4H,FUS
EIF4H,KDM3A
EIF4H,RPS6KA1
EIF4H,VCAM1
EIF5A2,HIF1A
EIF5A,ESR1
EIF5A,FOXA1
EIF5A,HTRA1
EIF5A,ITGB1
EIF5A,METTL14
EIF5A,PTMA
EIF5B,ESR1
