L1,L2,L3,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Dsc2,,,Dlg1,,,10335,DEVCOMLR:10090:698720E89D49,mouse_development_LR009829,DSC2,DLG1,DSC2>>DLG1,simple,1,1,DSC2>>DLG1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsc2,,,Epha2,,,10336,DEVCOMLR:10090:47E0216076E4,mouse_development_LR009830,DSC2,EPHA2,DSC2>>EPHA2,simple,1,1,DSC2>>EPHA2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsc2,,,Insr,,,10337,DEVCOMLR:10090:CCCB3E53516C,mouse_development_LR009831,DSC2,INSR,DSC2>>INSR,simple,1,1,DSC2>>INSR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsc2,,,Ror2,,,10338,DEVCOMLR:10090:6183CA325FFE,mouse_development_LR009832,DSC2,ROR2,DSC2>>ROR2,simple,1,1,DSC2>>ROR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsc2,,,Fzd5,,,10339,DEVCOMLR:10090:A94A3E0AC298,mouse_development_LR009833,DSC2,FZD5,DSC2>>FZD5,simple,1,1,DSC2>>FZD5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsg2,,,Unc5c,,,10340,DEVCOMLR:10090:9756364090CF,mouse_development_LR009834,DSG2,UNC5C,DSG2>>UNC5C,simple,1,1,DSG2>>UNC5C,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsg2,,,Dab2,,,10341,DEVCOMLR:10090:753C406F7EEE,mouse_development_LR009835,DSG2,DAB2,DSG2>>DAB2,simple,1,1,DSG2>>DAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsg2,,,Cd44,,,10342,DEVCOMLR:10090:8894A16A25F2,mouse_development_LR009836,DSG2,CD44,DSG2>>CD44,simple,1,1,DSG2>>CD44,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ptprf,,,Erbb2,,,10343,DEVCOMLR:10090:F4DA265148A5,mouse_development_LR009837,PTPRF,ERBB2,PTPRF>>ERBB2,simple,1,1,PTPRF>>ERBB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Robo2,,,Xpr1,,,10344,DEVCOMLR:10090:377DEC03AF0E,mouse_development_LR009838,ROBO2,XPR1,ROBO2>>XPR1,simple,1,1,ROBO2>>XPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Robo2,,,Itpr3,,,10345,DEVCOMLR:10090:55E6830CA972,mouse_development_LR009839,ROBO2,ITPR3,ROBO2>>ITPR3,simple,1,1,ROBO2>>ITPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Fat1,,,Fas,,,10346,DEVCOMLR:10090:A48187495BD6,mouse_development_LR009840,FAT1,FAS,FAT1>>FAS,simple,1,1,FAT1>>FAS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh7,,,Cxcr4,,,10347,DEVCOMLR:10090:EE3E09B577DA,mouse_development_LR009841,PCDH7,CXCR4,PCDH7>>CXCR4,simple,1,1,PCDH7>>CXCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsg1a,,,Cftr,,,10348,DEVCOMLR:10090:6BF5C7D37A5D,mouse_development_LR009842,DSG1A,CFTR,DSG1A>>CFTR,simple,1,1,DSG1A>>CFTR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Dsg1b,,,Cftr,,,10349,DEVCOMLR:10090:B3E47020F328,mouse_development_LR009843,DSG1B,CFTR,DSG1B>>CFTR,simple,1,1,DSG1B>>CFTR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh1,,,Olfr926,,,10350,DEVCOMLR:10090:B65858EB7E6D,mouse_development_LR009844,PCDH1,OLFR926,PCDH1>>OLFR926,simple,1,1,PCDH1>>OLFR926,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh1,,,Olfr924,,,10351,DEVCOMLR:10090:409528C28F06,mouse_development_LR009845,PCDH1,OLFR924,PCDH1>>OLFR924,simple,1,1,PCDH1>>OLFR924,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh1,,,Ryr2,,,10352,DEVCOMLR:10090:0105BCD21EC1,mouse_development_LR009846,PCDH1,RYR2,PCDH1>>RYR2,simple,1,1,PCDH1>>RYR2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh1,,,Olfr720,,,10353,DEVCOMLR:10090:C5D75F9883E0,mouse_development_LR009847,PCDH1,OLFR720,PCDH1>>OLFR720,simple,1,1,PCDH1>>OLFR720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh1,,,Clca5,,,10354,DEVCOMLR:10090:310E15EDC2EE,mouse_development_LR009848,PCDH1,CLCA5,PCDH1>>CLCA5,simple,1,1,PCDH1>>CLCA5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Erbb4,,,10355,DEVCOMLR:10090:C55DD27824D9,mouse_development_LR009849,PIK3CB,ERBB4,PIK3CB>>ERBB4,simple,1,1,PIK3CB>>ERBB4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Itgb1,,,Vtn,,,10356,DEVCOMLR:10090:3DB231F93B29,mouse_development_LR009850,ITGB1,VTN,ITGB1>>VTN,simple,1,1,ITGB1>>VTN,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Itgb4,,,10357,DEVCOMLR:10090:2F64CB6BE208,mouse_development_LR009851,PIK3CB,ITGB4,PIK3CB>>ITGB4,simple,1,1,PIK3CB>>ITGB4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Erbb3,,,10358,DEVCOMLR:10090:A2F339B6BFB8,mouse_development_LR009852,PIK3CB,ERBB3,PIK3CB>>ERBB3,simple,1,1,PIK3CB>>ERBB3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam1,,,Insr,,,10359,DEVCOMLR:10090:2C5F085ADD2E,mouse_development_LR009853,CEACAM1,INSR,CEACAM1>>INSR,simple,1,1,CEACAM1>>INSR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam2,,,Insr,,,10360,DEVCOMLR:10090:7F34913AA319,mouse_development_LR009854,CEACAM2,INSR,CEACAM2>>INSR,simple,1,1,CEACAM2>>INSR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdh10,,,Dlg4,,,10361,DEVCOMLR:10090:442BF8ADCCDB,mouse_development_LR009855,PCDH10,DLG4,PCDH10>>DLG4,simple,1,1,PCDH10>>DLG4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh2,,,Grin2d,,,10362,DEVCOMLR:10090:F74AB335564F,mouse_development_LR009856,CDH2,GRIN2D,CDH2>>GRIN2D,simple,1,1,CDH2>>GRIN2D,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Plxnb3,,,Met,,,10363,DEVCOMLR:10090:F086B6D8AC68,mouse_development_LR009857,PLXNB3,MET,PLXNB3>>MET,simple,1,1,PLXNB3>>MET,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam1,,,Itgb3,,,10364,DEVCOMLR:10090:241A163593D8,mouse_development_LR009858,CEACAM1,ITGB3,CEACAM1>>ITGB3,simple,1,1,CEACAM1>>ITGB3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam2,,,Itgb3,,,10365,DEVCOMLR:10090:D2348836CF12,mouse_development_LR009859,CEACAM2,ITGB3,CEACAM2>>ITGB3,simple,1,1,CEACAM2>>ITGB3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cd226,,,Itgb2,,,10366,DEVCOMLR:10090:699E54480EE1,mouse_development_LR009860,CD226,ITGB2,CD226>>ITGB2,simple,1,1,CD226>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam1,,,Egfr,,,10367,DEVCOMLR:10090:EF8BE72887DF,mouse_development_LR009861,CEACAM1,EGFR,CEACAM1>>EGFR,simple,1,1,CEACAM1>>EGFR,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,MGI_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,single_source,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam2,,,Egfr,,,10368,DEVCOMLR:10090:B6EDC20739A9,mouse_development_LR009862,CEACAM2,EGFR,CEACAM2>>EGFR,simple,1,1,CEACAM2>>EGFR,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,MGI_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,single_source,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam1,,,Adrb2,,,10369,DEVCOMLR:10090:FE6BD2331D2F,mouse_development_LR009863,CEACAM1,ADRB2,CEACAM1>>ADRB2,simple,1,1,CEACAM1>>ADRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ceacam2,,,Adrb2,,,10370,DEVCOMLR:10090:43CC9D1026EA,mouse_development_LR009864,CEACAM2,ADRB2,CEACAM2>>ADRB2,simple,1,1,CEACAM2>>ADRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh5,,,P2rx6,,,10371,DEVCOMLR:10090:161182B79C1F,mouse_development_LR009865,CDH5,P2RX6,CDH5>>P2RX6,simple,1,1,CDH5>>P2RX6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh2,,,Ptprc,,,10372,DEVCOMLR:10090:F8CD73D23C72,mouse_development_LR009866,CDH2,PTPRC,CDH2>>PTPRC,simple,1,1,CDH2>>PTPRC,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
L1cam,,,Prnp,,,10373,DEVCOMLR:10090:95F158531A48,mouse_development_LR009867,L1CAM,PRNP,L1CAM>>PRNP,simple,1,1,L1CAM>>PRNP,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh13,,,Mtnr1b,,,10374,DEVCOMLR:10090:03187ABA3C5B,mouse_development_LR009868,CDH13,MTNR1B,CDH13>>MTNR1B,simple,1,1,CDH13>>MTNR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh11,,,Mtnr1b,,,10375,DEVCOMLR:10090:6CD0C11C9B79,mouse_development_LR009869,CDH11,MTNR1B,CDH11>>MTNR1B,simple,1,1,CDH11>>MTNR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ret,,,Gfra2,,,10376,DEVCOMLR:10090:883DE8BC2AF1,mouse_development_LR009870,RET,GFRA2,RET>>GFRA2,simple,1,1,RET>>GFRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Gfra2,,,10377,DEVCOMLR:10090:7825512AC394,mouse_development_LR009871,PIK3CB,GFRA2,PIK3CB>>GFRA2,simple,1,1,PIK3CB>>GFRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Fat1,,,Grid2,,,10378,DEVCOMLR:10090:8A36D1271F57,mouse_development_LR009872,FAT1,GRID2,FAT1>>GRID2,simple,1,1,FAT1>>GRID2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Fat2,,,Grid2,,,10379,DEVCOMLR:10090:0DB532210ACC,mouse_development_LR009873,FAT2,GRID2,FAT2>>GRID2,simple,1,1,FAT2>>GRID2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Ret,,,Gfra3,,,10380,DEVCOMLR:10090:2C738CD62B88,mouse_development_LR009874,RET,GFRA3,RET>>GFRA3,simple,1,1,RET>>GFRA3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Gfra3,,,10381,DEVCOMLR:10090:614997D33205,mouse_development_LR009875,PIK3CB,GFRA3,PIK3CB>>GFRA3,simple,1,1,PIK3CB>>GFRA3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Egfr,,,10382,DEVCOMLR:10090:BCD8C8DEC8B1,mouse_development_LR009876,PIK3CB,EGFR,PIK3CB>>EGFR,simple,1,1,PIK3CB>>EGFR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Celsr1,,,H2-Ea-ps,,,10383,DEVCOMLR:10090:6842E07EAA84,mouse_development_LR009877,CELSR1,H2-EA-PS,CELSR1>>H2-EA-PS,simple,1,1,CELSR1>>H2-EA-PS,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Celsr1,,,Esr1,,,10384,DEVCOMLR:10090:6C3D2D474D56,mouse_development_LR009878,CELSR1,ESR1,CELSR1>>ESR1,simple,1,1,CELSR1>>ESR1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cadm3,,,Prnp,,,10385,DEVCOMLR:10090:33AFE8C93953,mouse_development_LR009879,CADM3,PRNP,CADM3>>PRNP,simple,1,1,CADM3>>PRNP,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Cdh1,,,Krt1,,,10386,DEVCOMLR:10090:6FFFFF8AFDCF,mouse_development_LR009880,CDH1,KRT1,CDH1>>KRT1,simple,1,1,CDH1>>KRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pik3cb,,,Ntrk1,,,10387,DEVCOMLR:10090:07F89BE2A2AB,mouse_development_LR009881,PIK3CB,NTRK1,PIK3CB>>NTRK1,simple,1,1,PIK3CB>>NTRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdhgc3,,,Ntrk1,,,10388,DEVCOMLR:10090:FEC489A7B3B7,mouse_development_LR009882,PCDHGC3,NTRK1,PCDHGC3>>NTRK1,simple,1,1,PCDHGC3>>NTRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pcdhb3,,,Ntrk1,,,10389,DEVCOMLR:10090:52109F361156,mouse_development_LR009883,PCDHB3,NTRK1,PCDHB3>>NTRK1,simple,1,1,PCDHB3>>NTRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
Pkd1,,,Atp5b,,,10390,DEVCOMLR:10090:BD1E72A370F2,mouse_development_LR009884,PKD1,ATP5B,PKD1>>ATP5B,simple,1,1,PKD1>>ATP5B,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mouse_L_R_development.csv,mouse,Mus musculus,10090,development,legacy_context_member,,,0,,0
