L1,R1,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
Hspa1a,Tlr4,3240,DEVCOMLR:10116:90A7B0C75E7C,rat_development_LR003240,HSPA1A,TLR4,HSPA1A>>TLR4,simple,1,1,HSPA1A>>TLR4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,22528050,22528050,22528050,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hsp90b1,Tlr4,3241,DEVCOMLR:10116:D2A1FC84569A,rat_development_LR003241,HSP90B1,TLR4,HSP90B1>>TLR4,simple,1,1,HSP90B1>>TLR4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11912201,11912201,11912201,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hsp90b1,Tlr2,3242,DEVCOMLR:10116:5893CFBF9D2C,rat_development_LR003242,HSP90B1,TLR2,HSP90B1>>TLR2,simple,1,1,HSP90B1>>TLR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11912201,11912201,11912201,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hsp90b1,Lrp1,3243,DEVCOMLR:10116:392DD4A722C2,rat_development_LR003243,HSP90B1,LRP1,HSP90B1>>LRP1,simple,1,1,HSP90B1>>LRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11248808;11290339,11248808;11290339,11248808;11290339,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hrg,Fcgr1a,3244,DEVCOMLR:10116:4F4840709A7A,rat_development_LR003244,HRG,FCGR1A,HRG>>FCGR1A,simple,1,1,HRG>>FCGR1A,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10421785,10421785,10421785,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hp,Itgb2,3245,DEVCOMLR:10116:B13555C9F446,rat_development_LR003245,HP,ITGB2,HP>>ITGB2,simple,1,1,HP>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8786317,8786317,8786317,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hp,Itgam,3246,DEVCOMLR:10116:9B93E45E79C7,rat_development_LR003246,HP,ITGAM,HP>>ITGAM,simple,1,1,HP>>ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8786317,8786317,8786317,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hmgb1,Sdc1,3247,DEVCOMLR:10116:9521EB3D404F,rat_development_LR003247,HMGB1,SDC1,HMGB1>>SDC1,simple,1,1,HMGB1>>SDC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1369684,1369684,1369684,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hgf,Sdc1,3248,DEVCOMLR:10116:11BC9F9F1914,rat_development_LR003248,HGF,SDC1,HGF>>SDC1,simple,1,1,HGF>>SDC1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11830493,11830493,11830493,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hgf,Met,3249,DEVCOMLR:10116:BC9C4BE239E1,rat_development_LR003249,HGF,MET,HGF>>MET,simple,1,1,HGF>>MET,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1655405;1846706;15167892;18495663;19433454;22689693,1655405;1846706;15167892;18495663;19433454;22689693,1655405;1846706;15167892;18495663;19433454;22689693,6,6,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hgf,Cd44,3250,DEVCOMLR:10116:F3AB8173D9E0,rat_development_LR003250,HGF,CD44,HGF>>CD44,simple,1,1,HGF>>CD44,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10037743;26181364,10037743;26181364,10037743;26181364,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hebp1,Fpr3,3251,DEVCOMLR:10116:E3D8EA986690,rat_development_LR003251,HEBP1,FPR3,HEBP1>>FPR3,simple,1,1,HEBP1>>FPR3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15623572,15623572,15623572,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Hcrt,Npffr2,3252,DEVCOMLR:10116:2714B3CA8787,rat_development_LR003252,HCRT,NPFFR2,HCRT>>NPFFR2,simple,1,1,HCRT>>NPFFR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12609745,12609745,12609745,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgam,3253,DEVCOMLR:10116:2CD29B7416A5,rat_development_LR003253,ICAM4,ITGAM,ICAM4>>ITGAM,simple,1,1,ICAM4>>ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10846180;15355350,10846180;15355350,10846180;15355350,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgal,3254,DEVCOMLR:10116:0FC096BDA1DE,rat_development_LR003254,ICAM4,ITGAL,ICAM4>>ITGAL,simple,1,1,ICAM4>>ITGAL,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15355350,15355350,15355350,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itga4,3255,DEVCOMLR:10116:E2E19B7C64EC,rat_development_LR003255,ICAM4,ITGA4,ICAM4>>ITGA4,simple,1,1,ICAM4>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11435317,11435317,11435317,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itga2b,3256,DEVCOMLR:10116:E6FB2B9138F8,rat_development_LR003256,ICAM4,ITGA2B,ICAM4>>ITGA2B,simple,1,1,ICAM4>>ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15355350,15355350,15355350,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam2,Itgb2,3257,DEVCOMLR:10116:E7D8FBFEE7E7,rat_development_LR003257,ICAM2,ITGB2,ICAM2>>ITGB2,simple,1,1,ICAM2>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9786897;11353828;15728350,9786897;11353828;15728350,9786897;11353828;15728350,3,3,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam2,Itgam,3258,DEVCOMLR:10116:D3E91A58B983,rat_development_LR003258,ICAM2,ITGAM,ICAM2>>ITGAM,simple,1,1,ICAM2>>ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10352278,10352278,10352278,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam2,Itgal,3259,DEVCOMLR:10116:F27AD0B232B4,rat_development_LR003259,ICAM2,ITGAL,ICAM2>>ITGAL,simple,1,1,ICAM2>>ITGAL,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11353828;15023143;15728350,11353828;15023143;15728350,11353828;15023143;15728350,3,3,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam1,Itgb2,3260,DEVCOMLR:10116:106FF8EA892A,rat_development_LR003260,ICAM1,ITGB2,ICAM1>>ITGB2,simple,1,1,ICAM1>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9780171;11353828;14507735;15728350;16252253;22996336,9780171;11353828;14507735;15728350;16252253;22996336,9780171;11353828;14507735;15728350;16252253;22996336,6,6,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam1,Itgax,3261,DEVCOMLR:10116:D855E2C9CA28,rat_development_LR003261,ICAM1,ITGAX,ICAM1>>ITGAX,simple,1,1,ICAM1>>ITGAX,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16252253,16252253,16252253,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam1,Itgam,3262,DEVCOMLR:10116:76014632E6F6,rat_development_LR003262,ICAM1,ITGAM,ICAM1>>ITGAM,simple,1,1,ICAM1>>ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9488691;11073102,9488691;11073102,9488691;11073102,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam1,Itgal,3263,DEVCOMLR:10116:46F29B4E1CBF,rat_development_LR003263,ICAM1,ITGAL,ICAM1>>ITGAL,simple,1,1,ICAM1>>ITGAL,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11353828;15728350,11353828;15728350,11353828;15728350,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam1,Il2ra,3264,DEVCOMLR:10116:32A5F06C705D,rat_development_LR003264,ICAM1,IL2RA,ICAM1>>IL2RA,simple,1,1,ICAM1>>IL2RA,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1976256,1976256,1976256,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ibsp,Itgav,3265,DEVCOMLR:10116:8643A5463EF7,rat_development_LR003265,IBSP,ITGAV,IBSP>>ITGAV,simple,1,1,IBSP>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9699501,9699501,9699501,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Iapp,Ramp3,3266,DEVCOMLR:10116:708AED004803,rat_development_LR003266,IAPP,RAMP3,IAPP>>RAMP3,simple,1,1,IAPP>>RAMP3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,25409149,25409149,25409149,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Iapp,Ramp1,3267,DEVCOMLR:10116:4D08DCB1BFE4,rat_development_LR003267,IAPP,RAMP1,IAPP>>RAMP1,simple,1,1,IAPP>>RAMP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10385705,10385705,10385705,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Iapp,Calcr,3268,DEVCOMLR:10116:4D5D75978C38,rat_development_LR003268,IAPP,CALCR,IAPP>>CALCR,simple,1,1,IAPP>>CALCR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9487987;10342886;16531504;25409149,9487987;10342886;16531504;25409149,9487987;10342886;16531504;25409149,4,4,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna1,Ifnar2,3269,DEVCOMLR:10116:4C94CD15B209,rat_development_LR003269,IFNA1,IFNAR2,IFNA1>>IFNAR2,simple,1,1,IFNA1>>IFNAR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11698684;17174979;21856167,11698684;17174979;21856167,11698684;17174979;21856167,3,3,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna1,Ifnar1,3270,DEVCOMLR:10116:35E61C41C5EB,rat_development_LR003270,IFNA1,IFNAR1,IFNA1>>IFNAR1,simple,1,1,IFNA1>>IFNAR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7932753;17174979,7932753;17174979,7932753;17174979,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna4,Ifnar2,3271,DEVCOMLR:10116:B3951D9E15F9,rat_development_LR003271,IFNA4,IFNAR2,IFNA4>>IFNAR2,simple,1,1,IFNA4>>IFNAR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8969169;10339405;11888273;17174979;21854986;21856167,8969169;10339405;11888273;17174979;21854986;21856167,8969169;10339405;11888273;17174979;21854986;21856167,6,6,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna4,Ifnar1,3272,DEVCOMLR:10116:DAACE67E585C,rat_development_LR003272,IFNA4,IFNAR1,IFNA4>>IFNAR1,simple,1,1,IFNA4>>IFNAR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1834641;7932753;17174979;21856167,1834641;7932753;17174979;21856167,1834641;7932753;17174979;21856167,4,4,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna12l,Ifnar2,3273,DEVCOMLR:10116:3E003DB85C6D,rat_development_LR003273,IFNA12L,IFNAR2,IFNA12L>>IFNAR2,simple,1,1,IFNA12L>>IFNAR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,21856167,21856167,21856167,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifna12l,Ifnar1,3274,DEVCOMLR:10116:9EEC46315D41,rat_development_LR003274,IFNA12L,IFNAR1,IFNA12L>>IFNAR1,simple,1,1,IFNA12L>>IFNAR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,21856167,21856167,21856167,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam5,Itgb2,3275,DEVCOMLR:10116:C47247DC9950,rat_development_LR003275,ICAM5,ITGB2,ICAM5>>ITGB2,simple,1,1,ICAM5>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8995416;10741396,8995416;10741396,8995416;10741396,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam5,Itgal,3276,DEVCOMLR:10116:00B189F06B52,rat_development_LR003276,ICAM5,ITGAL,ICAM5>>ITGAL,simple,1,1,ICAM5>>ITGAL,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8995416;10741396,8995416;10741396,8995416;10741396,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgb3,3277,DEVCOMLR:10116:8F32BF1655CF,rat_development_LR003277,ICAM4,ITGB3,ICAM4>>ITGB3,simple,1,1,ICAM4>>ITGB3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15355350,15355350,15355350,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgb2,3278,DEVCOMLR:10116:7D38DCD00DCB,rat_development_LR003278,ICAM4,ITGB2,ICAM4>>ITGB2,simple,1,1,ICAM4>>ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10846180;15355350;16985175,10846180;15355350;16985175,10846180;15355350;16985175,3,3,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgb1,3279,DEVCOMLR:10116:B97D11D0203C,rat_development_LR003279,ICAM4,ITGB1,ICAM4>>ITGB1,simple,1,1,ICAM4>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11435317,11435317,11435317,1,1,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Icam4,Itgav,3280,DEVCOMLR:10116:2C80CE284352,rat_development_LR003280,ICAM4,ITGAV,ICAM4>>ITGAV,simple,1,1,ICAM4>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11435317;15355350,11435317;15355350,11435317;15355350,2,2,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifnb1,Ifnar2,3281,DEVCOMLR:10116:E6D756EFF926,rat_development_LR003281,IFNB1,IFNAR2,IFNB1>>IFNAR2,simple,1,1,IFNB1>>IFNAR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10395669;17174979;23872679;30733680,10395669;17174979;23872679;30733680,10395669;17174979;23872679;30733680,4,4,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
Ifnb1,Ifnar1,3282,DEVCOMLR:10116:08444A90C2AB,rat_development_LR003282,IFNB1,IFNAR1,IFNB1>>IFNAR1,simple,1,1,IFNB1>>IFNAR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,1834641;17174979;23872679,1834641;17174979;23872679,1834641;17174979;23872679,3,3,Orthology_inferred,0,,RGD/NCBI_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,rat,Rattus norvegicus,10116,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
