L1,L2,R1,R2,R3,R4,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
PODXL2,,SELL,,,,7807,DEVCOMLR:9544:C9E19C400790,mmulatta_development_LR007551,PODXL2,SELL,PODXL2>>SELL,simple,1,1,PODXL2>>SELL,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12889478,12889478,12889478,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PNOC,,OPRL1,,,,7808,DEVCOMLR:9544:B5EEF6893F5F,mmulatta_development_LR007552,PNOC,OPRL1,PNOC>>OPRL1,simple,1,1,PNOC>>OPRL1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7481766;8849681;10369464;10692489;11097863;12070757;12967935;22827708,7481766;8849681;10369464;10692489;11097863;12070757;12967935;22827708,7481766;8849681;10369464;10692489;11097863;12070757;12967935;22827708,8,8,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PMCH,,MCHR2,,,,7809,DEVCOMLR:9544:A5E3D8D1F091,mmulatta_development_LR007553,PMCH,MCHR2,PMCH>>MCHR2,simple,1,1,PMCH>>MCHR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11274220;11404457;11416225;11478907;11839762,11274220;11404457;11416225;11478907;11839762,11274220;11404457;11416225;11478907;11839762,5,5,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PMCH,,MCHR1,,,,7810,DEVCOMLR:9544:A624E4C36A2D,mmulatta_development_LR007554,PMCH,MCHR1,PMCH>>MCHR1,simple,1,1,PMCH>>MCHR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10421367;10421368;11375253;11478907;11839762,10421367;10421368;11375253;11478907;11839762,10421367;10421368;11375253;11478907;11839762,5,5,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PLG,,PLGRKT,,,,7811,DEVCOMLR:9544:DFA9FDC91E3B,mmulatta_development_LR007555,PLG,PLGRKT,PLG>>PLGRKT,simple,1,1,PLG>>PLGRKT,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19897580,19897580,19897580,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PRND,,RPSA,,,,7814,DEVCOMLR:9544:BA134FDD14C5,mmulatta_development_LR007556,PRND,RPSA,PRND>>RPSA,simple,1,1,PRND>>RPSA,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15246873,15246873,15246873,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PPY,,LOC694492,,,,7815,DEVCOMLR:9544:C9AB12D34E07,mmulatta_development_LR007557,PPY,LOC694492,PPY>>LOC694492,simple,1,1,PPY>>LOC694492,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7592911;8643460;16807358,7592911;8643460;16807358,7592911;8643460;16807358,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PPBP,,CXCR2,,,,7816,DEVCOMLR:9544:ED8AEE012601,mmulatta_development_LR007558,PPBP,CXCR2,PPBP>>CXCR2,simple,1,1,PPBP>>CXCR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8137938;8195702,8137938;8195702,8137938;8195702,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PPBP,,CXCR1,,,,7817,DEVCOMLR:9544:31CBB455BE19,mmulatta_development_LR007559,PPBP,CXCR1,PPBP>>CXCR1,simple,1,1,PPBP>>CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8137938;9373270,8137938;9373270,8137938;9373270,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
POMC,,OPRD1,,,,7818,DEVCOMLR:9544:94CDCD8F84AE,mmulatta_development_LR007560,POMC,OPRD1,POMC>>OPRD1,simple,1,1,POMC>>OPRD1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23800967,23800967,23800967,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTH2,,PTH2R,,,,7819,DEVCOMLR:9544:A6523986EF79,mmulatta_development_LR007561,PTH2,PTH2R,PTH2>>PTH2R,simple,1,1,PTH2>>PTH2R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10854439;11159842;11602681,10854439;11159842;11602681,10854439;11159842;11602681,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTH2,,PTH1R,,,,7820,DEVCOMLR:9544:515231E8296B,mmulatta_development_LR007562,PTH2,PTH1R,PTH2>>PTH1R,simple,1,1,PTH2>>PTH1R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11159842,11159842,11159842,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSPN,,RET,,,,7821,DEVCOMLR:9544:A7BA7769B031,mmulatta_development_LR007563,PSPN,RET,PSPN>>RET,simple,1,1,PSPN>>RET,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11116144,11116144,11116144,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSPN,,GFRA4,,,,7822,DEVCOMLR:9544:1A8145665A4A,mmulatta_development_LR007564,PSPN,GFRA4,PSPN>>GFRA4,simple,1,1,PSPN>>GFRA4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9740802;11116144,9740802;11116144,9740802;11116144,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSPN,,GFRA1,,,,7823,DEVCOMLR:9544:E59452027FB4,mmulatta_development_LR007565,PSPN,GFRA1,PSPN>>GFRA1,simple,1,1,PSPN>>GFRA1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,20350599,20350599,20350599,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSAP,,LRP1,,,,7824,DEVCOMLR:9544:34E9311EDBCB,mmulatta_development_LR007566,PSAP,LRP1,PSAP>>LRP1,simple,1,1,PSAP>>LRP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9707421,9707421,9707421,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSAP,,GPR37L1,,,,7825,DEVCOMLR:9544:D400D05E7540,mmulatta_development_LR007567,PSAP,GPR37L1,PSAP>>GPR37L1,simple,1,1,PSAP>>GPR37L1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23690594,23690594,23690594,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PSAP,,GPR37,,,,7826,DEVCOMLR:9544:A9244EA94B01,mmulatta_development_LR007568,PSAP,GPR37,PSAP>>GPR37,simple,1,1,PSAP>>GPR37,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,23690594,23690594,23690594,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PROS1,,TYRO3,,,,7827,DEVCOMLR:9544:964D29E16423,mmulatta_development_LR007569,PROS1,TYRO3,PROS1>>TYRO3,simple,1,1,PROS1>>TYRO3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7867073;8641360;25074926,7867073;8641360;25074926,7867073;8641360;25074926,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PROK1,,PROKR2,,,,7828,DEVCOMLR:9544:1C2EE876DCE5,mmulatta_development_LR007570,PROK1,PROKR2,PROK1>>PROKR2,simple,1,1,PROK1>>PROKR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12054613;15772293,12054613;15772293,12054613;15772293,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PROK1,,PROKR1,,,,7829,DEVCOMLR:9544:DB888B946DCB,mmulatta_development_LR007571,PROK1,PROKR1,PROK1>>PROKR1,simple,1,1,PROK1>>PROKR1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11886876;12054613;15772293,11886876;12054613;15772293,11886876;12054613;15772293,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RARRES2,,CMKLR2,,,,7830,DEVCOMLR:9544:D2A7ED9F37EB,mmulatta_development_LR007572,RARRES2,CMKLR2,RARRES2>>CMKLR2,simple,1,1,RARRES2>>CMKLR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18165312;27716822;34241650,18165312;27716822;34241650,18165312;27716822;34241650,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RAET1E,,NKG2D,,,,7831,DEVCOMLR:9544:5FDFB42296E4,mmulatta_development_LR007573,RAET1E,NKG2D,RAET1E>>NKG2D,simple,1,1,RAET1E>>NKG2D,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12732206;14508119,12732206;14508119,12732206;14508119,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
QRFP,,QRFPR,,,,7832,DEVCOMLR:9544:A702DFA8894D,mmulatta_development_LR007574,QRFP,QRFPR,QRFP>>QRFPR,simple,1,1,QRFP>>QRFPR,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12714592;38897996,12714592;38897996,12714592;38897996,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PYY,,NPY5R,,,,7833,DEVCOMLR:9544:5CF167FD6040,mmulatta_development_LR007575,PYY,NPY5R,PYY>>NPY5R,simple,1,1,PYY>>NPY5R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12665544,12665544,12665544,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PYY,,LOC694492,,,,7834,DEVCOMLR:9544:9D98D8858CB7,mmulatta_development_LR007576,PYY,LOC694492,PYY>>LOC694492,simple,1,1,PYY>>LOC694492,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7592911,7592911,7592911,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PYY,,NPY2R,,,,7835,DEVCOMLR:9544:383AE0807126,mmulatta_development_LR007577,PYY,NPY2R,PYY>>NPY2R,simple,1,1,PYY>>NPY2R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7592910;8632753;11408607,7592910;8632753;11408607,7592910;8632753;11408607,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PYY,,NPY1R,,,,7836,DEVCOMLR:9544:6D7A5706A50A,mmulatta_development_LR007578,PYY,NPY1R,PYY>>NPY1R,simple,1,1,PYY>>NPY1R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12665544,12665544,12665544,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTN,,SDC3,,,,7837,DEVCOMLR:9544:1AFCC21CC574,mmulatta_development_LR007579,PTN,SDC3,PTN>>SDC3,simple,1,1,PTN>>SDC3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,8175719,8175719,8175719,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTN,,PTPRZ1,,,,7838,DEVCOMLR:9544:AFAE662622D4,mmulatta_development_LR007580,PTN,PTPRZ1,PTN>>PTPRZ1,simple,1,1,PTN>>PTPRZ1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,10212223;10706604;16814777,10212223;10706604;16814777,10212223;10706604;16814777,3,3,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTN,,PTPRB,,,,7839,DEVCOMLR:9544:09BFB1F78F42,mmulatta_development_LR007581,PTN,PTPRB,PTN>>PTPRB,simple,1,1,PTN>>PTPRB,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,9660874,9660874,9660874,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
PTH,,PTH2R,,,,7840,DEVCOMLR:9544:F2521EF620AC,mmulatta_development_LR007582,PTH,PTH2R,PTH>>PTH2R,simple,1,1,PTH>>PTH2R,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,7797535;9482662,7797535;9482662,7797535;9482662,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RNASE3,,TLR2,,,,7841,DEVCOMLR:9544:B4AA1C9B514B,mmulatta_development_LR007583,RNASE3,TLR2,RNASE3>>TLR2,simple,1,1,RNASE3>>TLR2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,18195069,18195069,18195069,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN3,,RXFP4,,,,7842,DEVCOMLR:9544:31BF1AC6E95D,mmulatta_development_LR007584,RLN3,RXFP4,RLN3>>RXFP4,simple,1,1,RLN3>>RXFP4,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,14522967;15367576,14522967;15367576,14522967;15367576,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN3,,RXFP3,,,,7843,DEVCOMLR:9544:7EE454402D0F,mmulatta_development_LR007585,RLN3,RXFP3,RLN3>>RXFP3,simple,1,1,RLN3>>RXFP3,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15367576;16411781,15367576;16411781,15367576;16411781,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN3,,RXFP2,,,,7844,DEVCOMLR:9544:0DFD6DF38258,mmulatta_development_LR007586,RLN3,RXFP2,RLN3>>RXFP2,simple,1,1,RLN3>>RXFP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,16411781,16411781,16411781,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN3,,RXFP1,,,,7845,DEVCOMLR:9544:3F8DA2951A9B,mmulatta_development_LR007587,RLN3,RXFP1,RLN3>>RXFP1,simple,1,1,RLN3>>RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12506116;16411781,12506116;16411781,12506116;16411781,2,2,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN2,,RXFP2,,,,7846,DEVCOMLR:9544:9AD3EA7C3B46,mmulatta_development_LR007588,RLN2,RXFP2,RLN2>>RXFP2,simple,1,1,RLN2>>RXFP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11809971;12506116;15649866;16411781;28607406,11809971;12506116;15649866;16411781;28607406,11809971;12506116;15649866;16411781;28607406,5,5,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RLN2,,RXFP1,,,,7847,DEVCOMLR:9544:A52874EE74A1,mmulatta_development_LR007589,RLN2,RXFP1,RLN2>>RXFP1,simple,1,1,RLN2>>RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,11809971;12506116;15649866;16411781,11809971;12506116;15649866;16411781,11809971;12506116;15649866;16411781,4,4,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RGMB,,NEO1,,,,7848,DEVCOMLR:9544:381659598ECB,mmulatta_development_LR007590,RGMB,NEO1,RGMB>>NEO1,simple,1,1,RGMB>>NEO1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,19944164,19944164,19944164,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
RGMA,,NEO1,,,,7849,DEVCOMLR:9544:845767413C46,mmulatta_development_LR007591,RGMA,NEO1,RGMA>>NEO1,simple,1,1,RGMA>>NEO1,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,15258590,15258590,15258590,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
REN,,ATP6AP2,,,,7850,DEVCOMLR:9544:E116439CD692,mmulatta_development_LR007592,REN,ATP6AP2,REN>>ATP6AP2,simple,1,1,REN>>ATP6AP2,0,0,0,0,0,0,0,0,0,0,0,0,1,connectomeDB2025,1,1,1,,connectomeDB2025,0,,,1,1,exact_simplex,0,0,Inferred,12045255,12045255,12045255,1,1,Orthology_inferred,0,,NCBI/Ensembl_species_specific_table,1,new_connectomeDB2025_only,0,0,single_source;orthology_inferred,,0,,,mmulatta,Macaca mulatta,9544,development,generic_prior_all_no_RTF_universe,Inferred,Inferred,0,,0
