L1,L2,R1,R2,R3,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
NRG1,,LGR4,,,1901,DEVCOMLR:9541:E6BB0BB03D6A,mfascicularis_development_LR001850,NRG1,LGR4,NRG1>>LGR4,simple,1,1,NRG1>>LGR4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,32103204,0,0,,0,0,,,,32103204,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
TNFSF11,,LGR4,,,1902,DEVCOMLR:9541:0856ED71567F,mfascicularis_development_LR001851,TNFSF11,LGR4,TNFSF11>>LGR4,simple,1,1,TNFSF11>>LGR4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,27064449,0,0,,0,0,,,,27064449,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
IRAK4,,TLR7,,,1903,DEVCOMLR:9541:3D8D5C6535FD,mfascicularis_development_LR001852,IRAK4,TLR7,IRAK4>>TLR7,simple,1,1,IRAK4>>TLR7,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,32196115,0,0,,0,0,,,,32196115,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
LAMA1,,TMPRSS6,,,1904,DEVCOMLR:9541:6F4002B302F0,mfascicularis_development_LR001853,LAMA1,TMPRSS6,LAMA1>>TMPRSS6,simple,1,1,LAMA1>>TMPRSS6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
VEGFC,,ITGB1,,,1905,DEVCOMLR:9541:D8A654280261,mfascicularis_development_LR001854,VEGFC,ITGB1,VEGFC>>ITGB1,simple,1,1,VEGFC>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,15590642,0,0,,0,0,,,,15590642,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
NPNT,,ITGB1,,,1906,DEVCOMLR:9541:4FE0B5F40EDB,mfascicularis_development_LR001855,NPNT,ITGB1,NPNT>>ITGB1,simple,1,1,NPNT>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
VEGFA,,ITGB1,,,1907,DEVCOMLR:9541:E5A866090DE4,mfascicularis_development_LR001856,VEGFA,ITGB1,VEGFA>>ITGB1,simple,1,1,VEGFA>>ITGB1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,17363377;32196115,0,0,,0,0,,,,17363377;32196115,2,2,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
VEGFA,,SIRPA,,,1908,DEVCOMLR:9541:0E657F45AD13,mfascicularis_development_LR001857,VEGFA,SIRPA,VEGFA>>SIRPA,simple,1,1,VEGFA>>SIRPA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
SLIT2,,DCC,,,1909,DEVCOMLR:9541:3077BE480FE7,mfascicularis_development_LR001858,SLIT2,DCC,SLIT2>>DCC,simple,1,1,SLIT2>>DCC,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,32196115,0,0,,0,0,,,,32196115,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
VIM,,CD44,,,1910,DEVCOMLR:9541:715D64C6681C,mfascicularis_development_LR001859,VIM,CD44,VIM>>CD44,simple,1,1,VIM>>CD44,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,22216242,0,0,,0,0,,,,22216242,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
VEGFC,,CCBE1,,,1911,DEVCOMLR:9541:63F2573DAF09,mfascicularis_development_LR001860,VEGFC,CCBE1,VEGFC>>CCBE1,simple,1,1,VEGFC>>CCBE1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,27159393,0,0,,0,0,,,,27159393,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
NCAM1,,FGFR2,,,1912,DEVCOMLR:9541:1F276DAC1D6E,mfascicularis_development_LR001861,NCAM1,FGFR2,NCAM1>>FGFR2,simple,1,1,NCAM1>>FGFR2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,12121226,0,0,,0,0,,,,12121226,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
RGMA,,HFE,,,1914,DEVCOMLR:9541:ADC7695F0667,mfascicularis_development_LR001862,RGMA,HFE,RGMA>>HFE,simple,1,1,RGMA>>HFE,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,22728873,0,0,,0,0,,,,22728873,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
NCAM1,,ROBO1,,,1915,DEVCOMLR:9541:A289DA05772B,mfascicularis_development_LR001863,NCAM1,ROBO1,NCAM1>>ROBO1,simple,1,1,NCAM1>>ROBO1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,16226035,0,0,,0,0,,,,16226035,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
PTHLH,,TSHR,,,1916,DEVCOMLR:9541:5CD14A2A0ADD,mfascicularis_development_LR001864,PTHLH,TSHR,PTHLH>>TSHR,simple,1,1,PTHLH>>TSHR,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,32196115,0,0,,0,0,,,,32196115,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CCL18,,CCR3,,,1917,DEVCOMLR:9541:38E1B56EDC28,mfascicularis_development_LR001865,CCL18,CCR3,CCL18>>CCR3,simple,1,1,CCL18>>CCR3,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,10640766;22633458;23951310;23999500;24218476;29637711,0,0,,0,0,,,,10640766;22633458;23951310;23999500;24218476;29637711,6,6,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
GDF5,,BMPR1B,SMAD1,,1918,DEVCOMLR:9541:F274444BAD26,mfascicularis_development_LR001866,GDF5,BMPR1B|SMAD1,GDF5>>BMPR1B|SMAD1,receptor_complex,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance;complex_interaction,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
SIRPA,,CD47,,,1919,DEVCOMLR:9541:BC9070421718,mfascicularis_development_LR001867,SIRPA,CD47,SIRPA>>CD47,simple,1,1,SIRPA>>CD47,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ADAM23,,ITGA4,,,1920,DEVCOMLR:9541:8E449BF83307,mfascicularis_development_LR001868,ADAM23,ITGA4,ADAM23>>ITGA4,simple,1,1,ADAM23>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,28913673,0,0,,0,0,,,,28913673,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ADAM23,,ITGA5,,,1921,DEVCOMLR:9541:9268676A99FE,mfascicularis_development_LR001869,ADAM23,ITGA5,ADAM23>>ITGA5,simple,1,1,ADAM23>>ITGA5,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,10749942,0,0,,0,0,,,,10749942,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ADM,,MRGPRX2,,,1922,DEVCOMLR:9541:37BB62356F4C,mfascicularis_development_LR001870,ADM,MRGPRX2,ADM>>MRGPRX2,simple,1,1,ADM>>MRGPRX2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,15823563;16111673;34789875,0,0,,0,0,,,,15823563;16111673;34789875,3,3,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ALCAM,,CHL1,,,1923,DEVCOMLR:9541:0DD7FD58726F,mfascicularis_development_LR001871,ALCAM,CHL1,ALCAM>>CHL1,simple,1,1,ALCAM>>CHL1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,31300520,0,0,,0,0,,,,31300520,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ALCAM,,NRP1,,,1924,DEVCOMLR:9541:649868D357AE,mfascicularis_development_LR001872,ALCAM,NRP1,ALCAM>>NRP1,simple,1,1,ALCAM>>NRP1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,31300520,0,0,,0,0,,,,31300520,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ANPEP,,SELE,,,1925,DEVCOMLR:9541:C777F7BB075F,mfascicularis_development_LR001873,ANPEP,SELE,ANPEP>>SELE,simple,1,1,ANPEP>>SELE,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ANXA2,,TLR2,,,1926,DEVCOMLR:9541:E1A42486A20A,mfascicularis_development_LR001874,ANXA2,TLR2,ANXA2>>TLR2,simple,1,1,ANXA2>>TLR2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,26885373,0,0,,0,0,,,,26885373,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
BGN,,FGFR3,,,1927,DEVCOMLR:9541:73B8D96DF788,mfascicularis_development_LR001875,BGN,FGFR3,BGN>>FGFR3,simple,1,1,BGN>>FGFR3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
BMP7,,HJV,,,1928,DEVCOMLR:9541:01FCEE9C9146,mfascicularis_development_LR001876,BMP7,HJV,BMP7>>HJV,simple,1,1,BMP7>>HJV,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,23029472,0,0,,0,0,,,,23029472,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD2,,CD48,,,1929,DEVCOMLR:9541:71C47A76F4F5,mfascicularis_development_LR001877,CD2,CD48,CD2>>CD48,simple,1,1,CD2>>CD48,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD244,,CD48,,,1930,DEVCOMLR:9541:228CABAC23FC,mfascicularis_development_LR001878,CD244,CD48,CD244>>CD48,simple,1,1,CD244>>CD48,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD28,,CD80,,,1931,DEVCOMLR:9541:17A5207328D6,mfascicularis_development_LR001879,CD28,CD80,CD28>>CD80,simple,1,1,CD28>>CD80,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,1847722;2164219;7545666;7964482;15610849;17953528;21487479;21982860,0,0,,0,0,,,,1847722;2164219;7545666;7964482;15610849;17953528;21487479;21982860,8,8,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD28,,CD86,,,1932,DEVCOMLR:9541:27D4781D301A,mfascicularis_development_LR001880,CD28,CD86,CD28>>CD86,simple,1,1,CD28>>CD86,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,7513726;7534620;11021528;21487479;21931534,0,0,,0,0,,,,7513726;7534620;11021528;21487479;21931534,5,5,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD34,,SELE,,,1933,DEVCOMLR:9541:DB71BF367F9D,mfascicularis_development_LR001881,CD34,SELE,CD34>>SELE,simple,1,1,CD34>>SELE,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CD48,,CD2,,,1934,DEVCOMLR:9541:D1E6362F67D2,mfascicularis_development_LR001882,CD48,CD2,CD48>>CD2,simple,1,1,CD48>>CD2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,7691954;12356317;16189514;18287277;23470321;26794910,0,0,,0,0,,,,7691954;12356317;16189514;18287277;23470321;26794910,6,6,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CFP,,NCR1,,,1935,DEVCOMLR:9541:EB3674DCA5A1,mfascicularis_development_LR001883,CFP,NCR1,CFP>>NCR1,simple,1,1,CFP>>NCR1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,28480349,0,0,,0,0,,,,28480349,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CNTN6,,NOTCH1,,,1936,DEVCOMLR:9541:C73B3F5B4D47,mfascicularis_development_LR001884,CNTN6,NOTCH1,CNTN6>>NOTCH1,simple,1,1,CNTN6>>NOTCH1,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,15082708,0,0,,0,0,,,,15082708,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CTHRC1,,ROR2,,,1937,DEVCOMLR:9541:475A1241F18E,mfascicularis_development_LR001885,CTHRC1,ROR2,CTHRC1>>ROR2,simple,1,1,CTHRC1>>ROR2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,18606138,0,0,,0,0,,,,18606138,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CX3CL1,,ITGAV,,,1938,DEVCOMLR:9541:F9A2463F55A4,mfascicularis_development_LR001886,CX3CL1,ITGAV,CX3CL1>>ITGAV,simple,1,1,CX3CL1>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,23125415;24789099,0,0,,0,0,,,,23125415;24789099,2,2,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CXADR,,CXADR,,,1939,DEVCOMLR:9541:D7389B83D425,mfascicularis_development_LR001887,CXADR,CXADR,CXADR>>CXADR,simple,1,1,CXADR>>CXADR,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CXCL12,,ITGA4,,,1940,DEVCOMLR:9541:2876B6D1902F,mfascicularis_development_LR001888,CXCL12,ITGA4,CXCL12>>ITGA4,simple,1,1,CXCL12>>ITGA4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,29301984,0,0,,0,0,,,,29301984,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CXCL12,,ITGA5,,,1941,DEVCOMLR:9541:E53C474C860F,mfascicularis_development_LR001889,CXCL12,ITGA5,CXCL12>>ITGA5,simple,1,1,CXCL12>>ITGA5,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,29301984,0,0,,0,0,,,,29301984,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
CXCL12,,ITGAV,,,1942,DEVCOMLR:9541:280F2F129E61,mfascicularis_development_LR001890,CXCL12,ITGAV,CXCL12>>ITGAV,simple,1,1,CXCL12>>ITGAV,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,29301984,0,0,,0,0,,,,29301984,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
DCN,,TLR2,,,1943,DEVCOMLR:9541:9DA4F0809A7A,mfascicularis_development_LR001891,DCN,TLR2,DCN>>TLR2,simple,1,1,DCN>>TLR2,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,22087031;23350913,0,0,,0,0,,,,22087031;23350913,2,2,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
DCN,,TLR4,,,1944,DEVCOMLR:9541:D0E8F95F18E5,mfascicularis_development_LR001892,DCN,TLR4,DCN>>TLR4,simple,1,1,DCN>>TLR4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,22087031;23350913,0,0,,0,0,,,,22087031;23350913,2,2,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
DKK1,,LRP4,,,1945,DEVCOMLR:9541:FEAF10946151,mfascicularis_development_LR001893,DKK1,LRP4,DKK1>>LRP4,simple,1,1,DKK1>>LRP4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,19936252,0,0,,0,0,,,,19936252,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
ECM1,,ITGB4,,,1946,DEVCOMLR:9541:2BB19E3FB373,mfascicularis_development_LR001894,ECM1,ITGB4,ECM1>>ITGB4,simple,1,1,ECM1>>ITGB4,0,0,0,0,0,0,0,0,0,0,0,1,0,LIANA+,1,1,0,,LIANA+,1,nan,29059156,0,0,,0,0,,,,29059156,1,1,Legacy_native,1,Ensembl Compara/BioMart,NCBI/Ensembl_orthology_mapped,1,legacy_plus_LIANA,0,0,single_source;orthology_inferred,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
EPCAM,,EPCAM,,,1947,DEVCOMLR:9541:5DDBF7203713,mfascicularis_development_LR001895,EPCAM,EPCAM,EPCAM>>EPCAM,simple,1,1,EPCAM>>EPCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,0,,0,0,,,,,0,0,Legacy_native,0,,,1,unresolved_legacy,0,0,unresolved_provenance,,1,development,mfascicularis_L_R_develoment.csv,mfascicularis,Macaca fascicularis,9541,development,legacy_context_member,,,0,,0
