from,to
Mif,Kdm6b
Il11,Kdm6b
Polr2a,Kdm6b
Arid3a,Kdm6b
Pax5,Kdm6b
Cacybp,Kdm6b
Ncoa2,Kdm6b
Ep400,Kdm6b
Sap30,Kdm6b
Ncor1,Kdm6b
Maff,Kdm6b
Zfx,Kdm6b
Smc1b,Kdm6b
Twist1,Kdm6b
Gm10093,Kdm6b
Zbtb7a,Kdm6b
Sirt6,Kdm6b
Hoxc5,Kdm6b
Src,Kdm6b
Zfp207,Kdm6b
Nfkbia,Kdm6b
Maz,Kdm6b
Ascl1,Kdm6b
Nfic,Kdm6b
Lcorl,Kdm6b
Kdm6a,Kdm6b
Tox,Kdm6b
Cdc5l,Kdm6b
Fgfr3,Kdm6b
Zbtb18,Kdm6b
Zkscan5,Kdm6b
Nfe2l2,Clec10a
Nfe2l2,Mgl2
Hmox1,Clec10a
Hmox1,Mgl2
Igf1,Slc52a2
Egr1,Gucy2e
Erg,Gucy2e
Vegfa,Gucy2e
Adm,Gucy2e
Nfatc1,Gps2
Hif1a,Gps2
Atf4,Gps2
Cd74,Gps2
Nfe2l2,Gps2
Egr1,Gps2
Col1a1,Gps2
Atf4,Xaf1
Erg,Xaf1
Hif1a,Xaf1
Pcdh12,Xaf1
Egr1,Dlg4
Mtor,Dlg4
Nfe2l2,Dlg4
Cd74,Dlg4
Sirt1,Dlg4
Nfatc1,Dlg4
Igf1,Hrsp12
Nfe2l2,Hrsp12
Egr1,Hrsp12
Erg,Vps13b
Nkx2-5,Vps13b
Egr1,Vps13b
Nfatc1,Vps13b
Erg,Rgs22
Sirt1,Matn2
Egr1,Matn2
Igf1,Matn2
Pdk1,Matn2
Vegfa,Matn2
Nfe2l2,Matn2
Sox9,Matn2
Hif1a,Matn2
Erg,Matn2
Hmgb1,Reep2
Egr1,Reep2
Nfatc1,Reep2
Nfatc1,Pcbd2
Erg,Pcbd2
Atf4,Pcbd2
Egr1,Pcbd2
Nfe2l2,Pcbd2
Atf4,Sdf2
Nfatc1,Sdf2
Nfe2l2,Sdf2
Egr1,Sdf2
Pdk1,Sdf2
Sox9,Flot2
Hif1a,Flot2
Erg,Flot2
Nfe2l2,Flot2
Nfatc1,Flot2
Egr1,Flot2
Cd274,Flot2
Hmgb1,Flot2
Dnmt1,Flot2
Atf4,Flot2
Erg,Eral1
Nfatc1,Eral1
Nfe2l2,Eral1
Hif1a,Eral1
Igf1,Eral1
Egr1,Eral1
Sirt1,Prmt7
Egr1,Prmt7
Nfatc1,Prmt7
Nfatc1,Nip7
Kit,Nip7
Igf1,Nip7
Sox9,Nip7
Vegfa,Nip7
Cd274,Nip7
Egr1,Nip7
Sirt1,Nip7
Nfatc1,Terf2
Egr1,Terf2
Nfe2l2,Terf2
Atf4,Vps4a
Sirt1,Vps4a
Egr1,Vps4a
Il11,Vps4a
Egr1,Mtss1l
Sox9,Mtss1l
Hmgb1,Mtss1l
Hif1a,Mtss1l
Hmgb1,Hspa12b
Nfatc1,Hspa12b
Erg,Hspa12b
Egr1,Hspa12b
Egr1,Ankef1
Nfe2l2,Ankef1
Cnr1,Scp2d1
Adm,Scp2d1
Sirt1,Scp2d1
Egr1,Pced1a
Sirt1,Pced1a
Atf4,Snap25
Egr1,Snap25
Nfe2l2,Snap25
Erg,Snap25
Sox9,Snap25
Egr1,Btbd3
Pdk1,Btbd3
Nfe2l2,Btbd3
Hif1a,Btbd3
Cd274,Pcna
Cd274,Pcna-ps2
Nfatc1,Pcna
Nfatc1,Pcna-ps2
Ptma,Pcna
Ptma,Pcna-ps2
Vegfa,Pcna
Vegfa,Pcna-ps2
Atf4,Pcna
Atf4,Pcna-ps2
Igf1,Pcna
Igf1,Pcna-ps2
Egr1,Pcna
Egr1,Pcna-ps2
Mtor,Pcna
Mtor,Pcna-ps2
Dnmt1,Pcna
Dnmt1,Pcna-ps2
Igf1,Nxt1
Atf4,Nxt1
Hif1a,Nxt1
Nfatc1,Nxt1
Egr1,Nxt1
Erg,Nxt1
Nfatc1,Polr3f
Nfe2l2,Polr3f
Il11,Polr3f
Nfatc1,Rin2
Igf1,Rin2
Erg,Rin2
Inhba,Rin2
Hif1a,Rin2
Kit,Rin2
Erg,Ptpra
Hif1a,Ptpra
Flt1,Ptpra
Cd74,Ptpra
Adm,Sstr4
Nfe2l2,Dap3
Nfatc1,Dap3
Sox9,Dap3
Kit,Dap3
Epas1,Dap3
Dnmt1,Dap3
Hif1a,Dap3
Egr1,Dap3
Igf1,Dap3
Egr1,Rhbg
Sox9,Rhbg
Erg,Rhbg
Hif1a,Rhbg
Hif1a,2810403A07Rik
Nfatc1,2810403A07Rik
Egr1,2810403A07Rik
Nfe2l2,2810403A07Rik
Erg,2810403A07Rik
Rbfox2,2810403A07Rik
Nkx2-5,2810403A07Rik
Atf4,Atp1a4
Hif1a,Atp1a4
Hif1a,Nes
Nkx2-5,Nes
Nfe2l2,Nes
Igf1,Nes
Epas1,Nes
Egr1,Nes
Rbfox2,Nes
Sox9,Nes
Rbfox2,Bcan
Egr1,Bcan
Epas1,Bcan
Nkx2-5,Bcan
Sirt1,Crp
Igf1,Crp
Adam17,Crp
Egr1,Crp
Il33,Crp
Nfatc1,Crp
Egr1,Arhgef11
Dnmt1,Arhgef11
Adm,Arhgef11
Erg,Rab25
Atf4,Rab25
Hif1a,Rab25
Igf1,Rab25
Egr1,Rab25
Sox9,Hapln2
Rbfox2,Hapln2
Nkx2-5,Hapln2
Hif1a,Hapln2
Cd74,Fcrls
Nfatc1,Dcaf8
Cd74,Dcaf8
Erg,Dcaf8
Egr1,Dcaf8
Nkx2-5,Dcaf8
Sirt1,Syt11
Erg,Syt11
Hif1a,Syt11
Egr1,Syt11
Rbfox2,Syt11
Egr1,Ighmbp2
Rbfox2,Ighmbp2
Nfatc1,Ighmbp2
Flt1,Ighmbp2
Adm,Acy3
Sox9,Acy3
Pcdh12,Acy3
Nfe2l2,Acy3
Hif1a,Acy3
Nfatc1,Acy3
Egr1,1700055N04Rik
Egr1,Aldh3b2
Nfe2l2,1700055N04Rik
Nfe2l2,Aldh3b2
Adm,1700055N04Rik
Adm,Aldh3b2
Hif1a,1700055N04Rik
Hif1a,Aldh3b2
Epas1,Mtl5
Erg,Mtl5
Sox9,Mtl5
Kdm6b,Mtl5
Egr1,Mtl5
Hif1a,Mtl5
Atf4,Mtl5
Ascl2,Mtl5
Atf4,Mmachc
Nfatc1,Mmachc
Erg,Mmachc
Nfe2l2,Mmachc
Hif1a,Mmachc
Rbfox2,Mmachc
Igf1,Dph2
Nfe2l2,Dph2
Hif1a,Dph2
Sox9,Dph2
Dnmt1,Dph2
Cd274,Dph2
Rbfox2,Dph2
Egr1,Toe1
Rbfox2,Toe1
Igf1,Toe1
Nfatc1,Toe1
Nfatc1,Nasp
Kdm6b,Nasp
Erg,Nasp
Sox9,Nasp
Dnmt1,Nasp
Hif1a,Nasp
Egr1,Nasp
Pdk1,Nasp
Rbfox2,Nasp
Egr1,Mutyh
Rbfox2,Mutyh
Nfe2l2,Mutyh
Hif1a,Mutyh
Nfatc1,Mutyh
Erg,Mutyh
Egr1,Ctnnbl1
Hif1a,Ctnnbl1
Erg,Ctnnbl1
Epas1,Ctnnbl1
Pdk1,Ctnnbl1
Nfatc1,Ctnnbl1
Hif1a,Lpin3
Egr1,Lpin3
Nfe2l2,Zswim3
Epas1,Zswim3
Dnmt1,Zswim3
Erg,Zswim3
Egr1,Zswim3
Nfatc1,Zswim3
Nfe2l2,Rbm38
Egr1,Rbm38
Erg,Rbm38
Nfatc1,Rbm38
Cd74,Rbm38
Nkx2-5,Vstm2l
Nfe2l2,Vstm2l
Egr1,Vstm2l
Erg,Vstm2l
Hif1a,Vstm2l
Sox9,Vstm2l
Hey2,Vstm2l
Atf4,Oser1
Nfe2l2,Oser1
Hif1a,Oser1
Egr1,Oser1
Sox9,Oser1
Igf1,Oser1
Nfatc1,Serinc3
Egr1,Serinc3
Nfe2l2,Serinc3
Flt1,Serinc3
Sox9,Serinc3
Igf1,Serinc3
Epas1,Ppp1r3d
Egr1,Ppp1r3d
Nfatc1,Ppp1r3d
Atf4,Dmgdh
Egr1,Dmgdh
Pcdh12,Dmgdh
Pdk1,Bhmt2
Egr1,Bhmt2
Nfatc1,Ap3b1
Atf4,Zbed3
Epas1,Inadl
Hif1a,Inadl
Egr1,Inadl
Sox9,Inadl
Nkx2-5,Inadl
Atf4,Inadl
Nfe2l2,Kank4
Hif1a,Kank4
Egr1,Kank4
Sirt1,Kank4
Sirt1,Angptl3
Lin28a,Syt4
Egr1,Syt4
Sox9,Syt4
Erg,Syt4
Inhba,Syt4
Nfe2l2,Syt4
Sox9,Slc14a2
Atf4,Slc14a2
Egr1,Slc14a2
Hif1a,Fbxo44
Kdm6b,Fbxo44
Rbfox2,Fbxo44
Hif1a,Rsg1
Erg,Rsg1
Egr1,Rsg1
Sox9,Rsg1
Rbfox2,Rsg1
Sirt1,Rsg1
Egr1,Casp9
Erg,Casp9
Kdm6b,Casp9
Hif1a,Casp9
Atf4,Casp9
Sox9,Casp9
Nfe2l2,Casp9
Epas1,Casp9
Hey2,Casp9
Nfatc1,Nmur2
Sox9,Dctn4
Nfatc1,Dctn4
Egr1,Dctn4
Nkx2-5,Dctn4
Hif1a,Dctn4
Epas1,Dctn4
Cnr1,Pde6a
Nfe2l2,Pde6a
Egr1,Atp8a2
Igf1,Atp8a2
Hif1a,Atp8a2
Pdk1,Atp8a2
Kdm6b,Atp8a2
Sox9,Atp8a2
Nfe2l2,Mtus2
Hey2,Mtus2
Egr1,Mtus2
Nkx2-5,Mtus2
Epas1,Zmym5
Egr1,Zmym5
Nfe2l2,Zmym5
Mtor,Zmym5
Kdm6b,Zmym5
Nfatc1,Zmym5
Egr1,Uspl1
Sox9,Uspl1
Nfatc1,Uspl1
Pdk1,Uspl1
Nfe2l2,Uspl1
Erg,Uspl1
Epas1,Uspl1
Epas1,Xpo4
Egr1,Xpo4
Pdk1,Xpo4
Nfatc1,Xpo4
Erg,Xpo4
Kdm6b,Xpo4
Hif1a,Xpo4
Nfe2l2,Xpo4
Erg,Tpte
Egr1,Pomp
Atf4,Pomp
Nfe2l2,Pomp
Cd274,Pomp
Igf1,Pomp
Sirt1,Pomp
Flt1,Pomp
Nfatc1,Pomp
Sox9,Cdk8
Erg,Cdk8
Epas1,Cdk8
Hif1a,Cdk8
Kdm6b,Cdk8
Egr1,Cdk8
Hmgb1,Alox5ap
Adam17,Alox5ap
Igf1,Alox5ap
Cd74,Alox5ap
Erg,Alox5ap
Egr1,Alox5ap
Nfe2l2,Alox5ap
Hif1a,Alox5ap
Il33,Alox5ap
Lin28a,Alox5ap
Pdk1,Wasf3
Egr1,Wasf3
Erg,Wasf3
Hif1a,Wasf3
Sox9,Wasf3
Nfe2l2,Wasf3
Nfatc1,Wasf3
Epas1,Wasf3
Flt1,Rnf17
Sirt1,Gpr12
Egr1,Gpr12
Adm,Gpr12
Egr1,Chrm3
Nfe2l2,Chrm3
Sirt1,Chrm3
Kdm6b,Chrm3
Egr1,Myh8
Hif1a,Myh8
Egr1,Myh10
Hmgb1,Myh10
Epas1,Myh10
Atf4,Myh10
Sox9,Myh10
Egr1,Pemt
Nfatc1,Pemt
Hif1a,Pemt
Egr1,Sco1
Hmgb1,Mprip
Epas1,Mprip
Hif1a,Mprip
Egr1,Mprip
Erg,Mprip
Egr1,Chi3l1
Nfe2l2,Chi3l1
Sox9,Chi3l1
Vegfa,Chi3l1
Il11,Chi3l1
Egr1,Mybph
Sox9,Mybph
Igf1,Mybph
Atf4,Mybph
Nfe2l2,Mybph
Adm,Mybph
Hif1a,Pik3c2b
Erg,Pik3c2b
Rbfox2,Pik3c2b
Egr1,Dstyk
Nkx2-5,Dstyk
Hey2,Dstyk
Atf4,Dstyk
Nfatc1,Dstyk
Pdk1,Dstyk
Prl7b1,Chit1
Prl3d1,Chit1
Nfe2l2,Chit1
Hif1a,Chit1
Nfatc1,Chit1
Prl8a2,Chit1
Flt1,Chit1
Egr1,Chit1
Prl2c5,Chit1
Prl3b1,Chit1
Prl2c2,Chit1
Nfatc1,Slc41a1
Egr1,Slc41a1
Ascl2,Slc41a1
Hif1a,Slc41a1
Atf4,Slc41a1
Dnmt1,Slc41a1
Sox9,Lgr6
Dnmt1,Lgr6
Rbfox2,Lgr6
Egr1,Lgr6
Egr1,Tmcc2
Hif1a,Tmcc2
Sox9,Tmcc2
Hey2,Tmcc2
Dnmt1,Tmcc2
Igf1,Tmcc2
Nfatc1,Dclk1
Atf4,Dclk1
Nkx2-5,Dclk1
Ascl2,Dclk1
Egr1,Dclk1
Sirt1,Dclk1
Epas1,Dclk1
Dnmt1,Ccna1
Nfe2l2,Ccna1
Il33,Ccna1
Sox9,Ccna1
Adm,Ccna1
Egr1,Ccna1
Vegfa,Ccna1
Epas1,Cog6
Nfatc1,Cog6
Dnmt1,Cog6
Nfatc1,Spg20
Sox9,Rxfp2
Erg,Rxfp2
Il33,Epsti1
Il11,Epsti1
Nfatc1,Epsti1
Inhba,Epsti1
Id2,Epsti1
Hmgb1,Epsti1
Egr1,Trpc4
Sox9,Trpc4
Erg,Trpc4
Sox9,Postn
Adm,Postn
Nfatc1,Postn
Nfe2l2,Postn
Egr1,Rfxap
Atf4,Rfxap
Nfatc1,Rfxap
Il11,Rfxap
Kdm6b,Rfxap
Kit,Rfxap
Erg,Tpt1
Egr1,Tpt1
Id2,Tpt1
Nfatc1,Tpt1
Epas1,Tpt1
Hif1a,Tpt1
Sox9,Tpt1
Nfe2l2,Tpt1
Atf4,Tpt1
Flt1,Tpt1
Nfatc1,Gpalpp1
Igf1,Gpalpp1
Adm,Stoml3
Sox9,Stoml3
Hif1a,Stoml3
Egr1,Kl
Nfe2l2,Kl
Sirt1,Kl
Igf1,Rfc3
Hif1a,Rfc3
Epas1,Rfc3
Dnmt1,Rfc3
Egr1,Rfc3
Nfatc1,Rfc3
Cd274,Rfc3
Cnr1,Rfc3
Egr1,Stard13
Nfatc1,Stard13
Nfe2l2,Stard13
Il11,Stard13
Hif1a,Stard13
Igf1,Stard13
Egr1,Irs4
Hif1a,Irs4
Nkx2-5,Irs4
Il11,Bex1
Il11,Bex2
Nfe2l2,Bex1
Nfe2l2,Bex2
Egr1,Bex1
Egr1,Bex2
Hif1a,Bex1
Hif1a,Bex2
Sox9,Rnf128
Epas1,Rnf128
Nfatc1,Rnf128
Pdk1,Rnf128
Hif1a,Tbc1d8b
Atf4,Bex2
Atf4,Bex1
Erg,Bex2
Erg,Bex1
Sirt1,Bex2
Sirt1,Bex1
Nfe2l2,Fam104a
Erg,Fam104a
Epas1,Fam104a
Egr1,Fam104a
Hif1a,Fam104a
Nfatc1,Fam104a
Erg,Slc39a11
Egr1,Slc39a11
Sox9,Slc39a11
Hif1a,Slc39a11
Nfe2l2,Slc39a11
Erg,Ephb2
Nfe2l2,Ephb2
Nkx2-5,Ephb2
Ascl2,Ephb2
Nfatc1,Ephb2
Sox9,Ephb2
Egr1,Ephb2
Egr1,Srrm1
Hif1a,Srrm1
Nfatc1,Srrm1
Rbfox2,Srrm1
Nkx2-5,Srrm1
Nfe2l2,Srrm1
Sox9,Srrm1
Dnmt1,Btbd2
Hif1a,Btbd2
Egr1,Btbd2
Erg,Btbd2
Il11,Btbd2
Nfe2l2,Btbd2
Egr1,Pram1
Pdk1,Pram1
Erg,Suv420h2
Sox9,Suv420h2
Nfe2l2,Suv420h2
Atf4,Suv420h2
Egr1,Suv420h2
Egr1,Zfp414
Adm,Zfp414
Erg,Zfp414
Epas1,Zfp414
Atf4,Zfp414
Nfe2l2,Pde6b
Egr1,Pde6b
Cd274,Hspbp1
Atf4,Hspbp1
Egr1,Hspbp1
Cnr1,Hspbp1
Dnmt1,Hspbp1
Egr1,Csnk1g2
Sox9,Csnk1g2
Atf4,Csnk1g2
Cd74,Csnk1g2
Nfe2l2,Csnk1g2
Pdk1,Csnk1g2
Nfatc1,Csnk1g2
Egr1,Ankrd32
Dnmt1,Ankrd32
Nfatc1,Ankrd32
Atf4,Cndp2
Epas1,Cndp2
Erg,Cndp2
Egr1,Cndp2
Cd74,Cndp2
Hif1a,Cndp2
Nfe2l2,Cndp2
Egr1,Macrod1
Hif1a,Macrod1
Epas1,Macrod1
Erg,Macrod1
Nfe2l2,Macrod1
Kdm6b,Macrod1
Rbfox2,Macrod1
Sox9,Wdr74
Nfe2l2,Wdr74
Egr1,Wdr74
Rbfox2,Wdr74
Nfatc1,Wdr74
Hif1a,Wdr74
Epas1,Wdr74
Cd74,Wdr74
Atf4,Lgals12
Atf4,Rtn3
Nfe2l2,Rtn3
Epas1,Rtn3
Rbfox2,Rtn3
Dnmt1,Rtn3
Flt1,Rtn3
Egr1,Rtn3
Krt7,Myh11
Erg,Myh11
Hey2,Myh11
Egr1,Myh11
Atf4,Myh11
Mtor,Myh11
Igf1,Myh11
Nfe2l2,Myh11
Sox9,Myh11
Egr1,Fopnl
Nkx2-5,Fopnl
Nfe2l2,Fopnl
Hif1a,Med10
Egr1,Med10
Nfatc1,Med10
Erg,Med10
Epas1,Med10
Atf4,Med10
Cd74,Med10
Egr1,Pdzd2
Il33,Pdzd2
Sox9,Pdzd2
Egr1,Morc2b
Egr1,Morc2a
Sox9,Morc2b
Sox9,Morc2a
Flt1,Morc2b
Flt1,Morc2a
Hmgb1,Morc2b
Hmgb1,Morc2a
Atf4,Morc2b
Atf4,Morc2a
Hey2,Large
Egr1,Large
Cnr1,Large
Nfe2l2,Myo18b
Egr1,Myo18b
Sox9,Myo18b
Adm,Myo18b
Krt7,Myo18b
Egr1,C1qtnf6
Erg,C1qtnf6
Vegfa,C1qtnf6
Cd274,C1qtnf6
Nfe2l2,Fam83f
Egr1,Fam83f
Adm,Sec14l4
Igf1,Sec14l4
Hif1a,Sec14l4
Egr1,Sec14l4
Sox9,Gimap6
Hif1a,Gimap6
Cd274,Gimap6
Mtor,Gimap6
Cd274,Gimap4
Il33,Gimap4
Epas1,Gimap4
Hif1a,Gimap4
Erg,Adck2
Egr1,Adck2
Hmgb1,Adck2
Hif1a,Mkrn1
Egr1,Mkrn1
Dnmt1,Agap3
Egr1,Agap3
Hmgb1,Agap3
Sox9,Agap3
Egr1,Krba1
Erg,Krba1
Mtor,Krba1
Il11,Krba1
Sox9,Krba1
Nfe2l2,Krba1
Pdk1,Actr3b
Atf4,Actr3b
Egr1,Actr3b
Nfe2l2,Nts
Vegfa,Nts
Sox9,Nts
Inhba,Nts
Cd74,Btg1
Cd74,4930430D24Rik
Nfe2l2,Btg1
Nfe2l2,4930430D24Rik
Hif1a,Btg1
Hif1a,4930430D24Rik
Sox9,Btg1
Sox9,4930430D24Rik
Atf4,Btg1
Atf4,4930430D24Rik
Igf1,Btg1
Igf1,4930430D24Rik
Epas1,Btg1
Epas1,4930430D24Rik
Il11,Btg1
Il11,4930430D24Rik
Erg,Btg1
Erg,4930430D24Rik
Pdk1,Btg1
Pdk1,4930430D24Rik
Nkx2-5,Btg1
Nkx2-5,4930430D24Rik
Nfatc1,Btg1
Nfatc1,4930430D24Rik
Egr1,Btg1
Egr1,4930430D24Rik
Tlr4,Btg1
Tlr4,4930430D24Rik
Cd274,Btg1
Cd274,4930430D24Rik
Adm,Lrriq1
Nkx2-5,4930430F08Rik
Egr1,4930430F08Rik
Nfe2l2,4930430F08Rik
Vegfa,4930430F08Rik
Hif1a,Atp13a3
Krt7,Atp13a3
Vegfa,Atp13a3
Erg,Atp13a3
Ascl2,Dydc2
Nfe2l2,Dydc2
Egr1,Dydc2
Epas1,Tmem254c
Epas1,Tmem254a
Epas1,Tmem254b
Hif1a,Tmem254c
Hif1a,Tmem254a
Hif1a,Tmem254b
Egr1,Tmem254c
Egr1,Tmem254a
Egr1,Tmem254b
Sox9,Tmtc1
Adm,Tmtc1
Egr1,Tmtc1
Hif1a,Tmtc1
Erg,Tmtc1
Hmgb1,Tmtc1
Kdm6b,Kras
Egr1,Kras
Igf1,Kras
Pdk1,Kras
Hmgb1,Kras
Epas1,Kras
Nfe2l2,Kras
Nfatc1,Kras
Hif1a,Ipo8
Epas1,Ipo8
Nfatc1,Ipo8
Egr1,Ipo8
Hif1a,Lars
Nkx2-5,Lars
Atf4,Lars
Egr1,Lars
Nfatc1,Lars
Nfe2l2,Spink5
Sox9,Spink5
Hif1a,Spink5
Erg,Impa1
Egr1,Impa1
Hif1a,Impa1
Nfatc1,Impa1
Nfe2l2,Impa1
Erg,Lrrcc1
Nfe2l2,E2f5
Nfatc1,E2f5
Mtor,E2f5
Egr1,E2f5
Adm,E2f5
Hif1a,E2f5
Atf4,Car1
Hif1a,Ccdc59
Dnmt1,Ccdc59
Egr1,Ccdc59
Nfatc1,Ccdc59
Atf4,Ccdc59
Sox9,Ccdc59
Erg,Swap70
Kit,Swap70
Egr1,Swap70
Hif1a,Swap70
Nkx2-5,Swap70
Cd74,Swap70
Hmgb1,Swap70
Vegfa,Lyve1
Nfe2l2,Lyve1
Erg,Lyve1
Sox9,Lyve1
Sirt1,Lyve1
Hey2,Ampd3
Nfe2l2,Ampd3
Nfatc1,Ampd3
Il11,Ampd3
Hif1a,Ampd3
Cd74,Ampd3
Sox9,Ampd3
Egr1,Ampd3
Pdk1,Ampd3
Epas1,Sbf2
Nfe2l2,Sbf2
Sox9,Sbf2
Egr1,Sbf2
Kdm6b,Sbf2
Rbfox2,Sbf2
Nkx2-5,Mical2
Egr1,Mical2
Nfatc1,Mical2
Erg,Mical2
Pcdh12,Mical2
Atf4,Mical2
Lin28a,Mical2
Hif1a,Mical2
Dnmt1,Mical2
Sox9,Mical2
Vegfa,Mical2
Kdm6b,Mical2
Erg,Rras2
Egr1,Rras2
Hmox1,Rras2
Atf4,Rras2
Pdk1,Rras2
Kdm6b,Rras2
Nfe2l2,Rras2
Erg,Hsd17b4
Egr1,Hsd17b4
Nfe2l2,Hsd17b4
Egr1,Zfc3h1
Erg,Zfc3h1
Sox9,Zfc3h1
Kit,Zfc3h1
Nfe2l2,Zfc3h1
Nfatc1,Zfc3h1
Il11,Zfc3h1
Hif1a,Zfc3h1
Cd74,Zfc3h1
Igf1,Tex15
Sirt1,Tex15
Erg,Tex15
Hif1a,Tmem66
Nfe2l2,Tmem66
Egr1,Tmem66
Sirt1,Tmem66
Atf4,Tmem66
Erg,Tmem66
Hif1a,Rnf122
Egr1,Rnf122
Erg,Rnf122
Hif1a,Dusp26
Sirt1,Dusp26
Nfe2l2,Dusp26
Hif1a,Dpf2
Egr1,Dpf2
Sox9,Dpf2
Nfe2l2,Dpf2
Rbfox2,Dpf2
Nfatc1,Dpf2
Rbfox2,Men1
Erg,Men1
Hif1a,Men1
Nfatc1,Men1
Egr1,Men1
Epas1,Men1
Hif1a,0610007P14Rik
Vegfa,0610007P14Rik
Sox9,0610007P14Rik
Il11,0610007P14Rik
Cd74,0610007P14Rik
Nfe2l2,0610007P14Rik
Nfe2l2,Gsc
Cnr1,Gsc
Egr1,Gsc
Nfatc1,Gsc
Inhba,Gsc
Dnmt1,9030617O03Rik
Sox9,9030617O03Rik
Cd74,9030617O03Rik
Egr1,Unc79
Nfe2l2,Unc79
Sirt1,Unc79
Kdm6b,Numb
Egr1,Numb
Vegfa,Numb
Hif1a,Numb
Igf1,Catsperb
Nfatc1,Catsperb
Egr1,Vrtn
Egr1,Cox16
Nfatc1,Cox16
Sirt1,Cox16
Nfe2l2,Cox16
Hif1a,Cox16
Erg,Cox16
Kdm6b,Ttc9
Nfe2l2,Ttc9
Nfatc1,Ttc9
Egr1,Ttc9
Erg,Med6
Epas1,Med6
Egr1,Med6
Pdk1,Med6
Hif1a,Eif2s1
Sirt1,Eif2s1
Atf4,Eif2s1
Pdk1,Eif2s1
Egr1,Eif2s1
Nfatc1,Eif2s1
Nfe2l2,Gm5346
Erg,Gm5346
Egr1,Loxl2
Hif1a,Loxl2
Igf1,Loxl2
Sirt1,Loxl2
Egr1,Elp3
Nfatc1,Elp3
Kit,Elp3
Hif1a,Elp3
Egr1,Pebp4
Nfe2l2,Adamdec1
Pcdh12,Adamdec1
Nfatc1,Adamdec1
Egr1,Ctif
Sox9,Ctif
Nfe2l2,Ctif
Hey2,Mro
Nkx2-5,Mro
Nfatc1,Mbd2
Egr1,Mbd2
Nfe2l2,Mbd2
Erg,Mbd2
Flt1,Mbd2
Dnmt1,Mbd2
Sox9,Mbd2
Nfe2l2,Ier3ip1
Erg,Ier3ip1
Nfatc1,Ier3ip1
Kit,Ier3ip1
Egr1,Gm7258
Egr1,Mrps36
Egr1,Mrps36-ps1
Nfatc1,Gm7258
Nfatc1,Mrps36
Nfatc1,Mrps36-ps1
Flt1,Gm7258
Flt1,Mrps36
Flt1,Mrps36-ps1
Vegfa,Ccnb1
Egr1,Ccnb1
Sirt1,Ccnb1
Hmgb1,Ccnb1
Cd274,Ccnb1
Erg,Ccnb1
Igf1,Ccnb1
Ptma,Ccnb1
Epas1,Ccnb1
Hif1a,Ccnb1
Hif1a,Cdk7
Nfatc1,Cdk7
Kit,Cdk7
Erg,Cdk7
Egr1,Cdk7
Cd74,Cd180
Hey2,Cd180
Hif1a,Cd180
Epas1,Irak2
Egr1,Irak2
Pdk1,Irak2
Atf4,Irak2
Il33,Irak2
Egr1,Camk1
Nfatc1,Camk1
Nfatc1,Thumpd3
Erg,Thumpd3
Egr1,Thumpd3
Hif1a,Vhl
Egr1,Vhl
Nfe2l2,Vhl
Atf4,Vhl
Epas1,Vhl
Erg,Vhl
Nfatc1,Vhl
Epas1,Bhlhe40
Mtor,Bhlhe40
Hif1a,Bhlhe40
Cd74,Bhlhe40
Erg,Bhlhe40
Inhba,Bhlhe40
Nfatc1,Bhlhe40
Il11,Bhlhe40
Egr1,Bhlhe40
Vegfa,Bhlhe40
Hmgb1,Bhlhe40
Dnmt1,Bhlhe40
Sox9,Bhlhe40
Cd274,Bhlhe40
Egr1,Arl8b
Hif1a,Arl8b
Nfatc1,Arl8b
Nfatc1,Edem1
Egr1,Edem1
Erg,Edem1
Hif1a,Edem1
Atf4,Edem1
Sirt1,Edem1
Igf1,Edem1
Cd74,Edem1
Epas1,Edem1
Nfe2l2,Cntn6
Nfatc1,Cntn6
Erg,Cntn6
Cnr1,Cntn6
Adm,Cntn6
Igf1,Cntn6
Atf4,Cntn6
Inhba,Chl1
Sox9,Chl1
Nkx2-5,Chl1
Nfe2l2,Chl1
Hif1a,Chl1
Egr1,Meis2
Nkx2-5,Meis2
Nfatc1,Meis2
Epas1,Meis2
Sox9,Meis2
Vegfa,Meis2
Pdk1,Meis2
Erg,Dph6
Atf4,Dph6
Sox9,Dph6
Cd74,Dph6
Egr1,Dph6
Nfatc1,Dph6
Nfe2l2,Dph6
Nfe2l2,Katnbl1
Nfatc1,Katnbl1
Sox9,Katnbl1
Flt1,Katnbl1
Egr1,Katnbl1
Nfatc1,Emc7
Egr1,Emc7
Nfe2l2,Emc7
Nkx2-5,Emc7
Igf1,Trpm1
Erg,Trpm1
Rbfox2,Gnat2
Nfatc1,Gnat2
Nfe2l2,Gnat2
Cnr1,Gnat2
Nfe2l2,Gstm7
Nfe2l2,Gm4845
Nfe2l2,Gstm6
Nfe2l2,Gstm1
Nfe2l2,Gm6665
Nfe2l2,Gstm4
Nfe2l2,Gstm3
Nfe2l2,Gstm2
Hif1a,Gstm7
Hif1a,Gm4845
Hif1a,Gstm6
Hif1a,Gstm1
Hif1a,Gm6665
Hif1a,Gstm4
Hif1a,Gstm3
Hif1a,Gstm2
Egr1,Gstm7
Egr1,Gm4845
Egr1,Gstm6
Egr1,Gstm1
Egr1,Gm6665
Egr1,Gstm4
Egr1,Gstm3
Egr1,Gstm2
Egr1,Prpf38b
Nfatc1,Prpf38b
Erg,Reg4
Nfatc1,Reg4
Sox9,Reg4
